"Feature","Data_Type","Category","Sub_Category","ACH-000048","ACH-000091","ACH-000123","ACH-000132","ACH-000237","ACH-000278","ACH-000324","ACH-000524","ACH-000527","ACH-000542","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947"
"MPI-0479605 (BRD:BRD-K45551181-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.3296118,0.4722554,0.4591014,0.5190276,0.4386827,0.5574818,0.4283326,0.5465292,0.7144631,0.5059836,0.5054196,0.5258944,0.7266851,0.4709911,0.6484017,0.5208865,0.4213235,0.509152,0.5030523,0.6619855,0.4413893,0.4587255,NA
"3'-FLUOROBENZYLSPIPERONE (BRD:BRD-K45662124-050-01-5)_sec","num","Drug Screen","Prism Secondary",0.9554858,NA,0.9963135,NA,NA,NA,NA,0.9629479,0.959264,NA,NA,0.8870163,NA,NA,NA,NA,NA,NA,0.9822227,NA,0.9295319,0.9888209,NA
"ANGUIDINE (BRD:BRD-K45724504-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.3804134,0.5576374,0.4383255,0.8274865,0.5523273,0.5633572,0.5204442,0.566237,0.6187622,0.5330175,0.4961264,0.5393531,NA,0.5550817,0.6389116,0.6978916,0.5388544,0.7289627,0.5405829,0.7698899,0.4931629,0.7011813,NA
"XBD173 (BRD:BRD-K45875383-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.84764,NA,0.8688267,NA,NA,NA,0.7494731,NA,NA,NA,NA,0.9146174,NA,NA,0.9627703,0.9398519,NA,NA,0.9777312,NA,0.8887603,NA,NA
"ARRY-334543 (BRD:BRD-K46386702-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.8032407,0.9444043,0.716241,0.8871576,0.9398995,0.8686011,0.6843024,NA,0.9301593,0.8277732,0.8633031,0.7207821,NA,0.9523072,0.9017327,0.8876662,0.95733,0.5683234,0.8864134,0.6904905,NA,0.8841961,0.8486887
"TG-100713 (BRD:BRD-K46392623-001-02-5)_sec","num","Drug Screen","Prism Secondary",0.8525562,0.9647851,0.7834111,0.9581621,0.8742494,0.8849426,0.8354094,0.9295314,0.8782496,NA,0.8645404,0.7755884,NA,0.8552205,NA,0.9046215,0.8796432,0.7595986,0.8484979,0.9554863,0.8447707,0.8628582,0.9046322
"ACETYLSALICYLSALICYLIC-ACID (BRD:BRD-K46585355-001-14-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.8958003,0.9045261,0.9278761,0.9475715,NA,NA,0.8082957,0.9859172,NA,0.9477223,0.8866385,NA,NA,0.9898691,NA,0.9663671,0.906551,NA,NA,NA,0.9252642
"KP-1212 (BRD:BRD-K46690591-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.7862317,0.9269141,0.7758485,0.8789671,0.895936,0.7886316,0.8332923,0.864051,0.8597574,NA,NA,0.8783847,NA,0.825133,0.8574651,NA,0.8350019,0.8976095,0.8420717,0.8130137,0.7875789,NA,NA
"METYRAPONE (BRD:BRD-K46862739-001-14-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,0.8463723,NA,NA,0.9514145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENAZONE (BRD:BRD-K46937689-001-15-0)_sec","num","Drug Screen","Prism Secondary",0.9092719,NA,0.6999376,NA,NA,0.9712438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9880712,NA,NA,NA
"CYTOCHALASIN-B (BRD:BRD-K47000838-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.7065301,0.882241,0.742826,0.8282507,0.9332596,0.8889404,0.7955462,0.8300102,0.696331,0.8619823,0.8354451,0.8036575,0.7109342,0.8508691,0.8645371,0.8186783,0.7163355,0.817428,0.7704356,0.8301612,0.7211345,0.7617738,0.7505099
"BAN-ORL-24 (BRD:BRD-K47049295-300-01-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.9663366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9206136
"CETRIMONIUM (BRD:BRD-K47079459-004-04-6)_sec","num","Drug Screen","Prism Secondary",0.829985,0.8250126,0.6478042,0.8255612,0.8753575,0.8161269,0.8969597,0.7521466,0.828546,0.8749817,0.8681145,0.8501575,NA,0.8188731,0.8405607,0.7619737,0.8051346,0.760854,0.8511038,0.7991769,0.7153523,0.8207565,0.8743117
"CHLOROGENIC-ACID (BRD:BRD-K47114202-001-14-6)_sec","num","Drug Screen","Prism Secondary",NA,0.9418539,0.7817407,NA,0.8572208,0.9882887,NA,0.8371445,0.8929047,0.8827181,0.8469819,0.9367061,NA,0.8333342,NA,NA,NA,NA,NA,NA,0.7906886,0.9172529,0.8914905
"KI-8751 (BRD:BRD-K47150025-001-05-3)_sec","num","Drug Screen","Prism Secondary",0.8471466,0.8711931,NA,0.9170441,0.8948998,0.9107302,0.8994867,0.8074273,0.8292931,0.9006965,NA,0.8310912,0.894465,0.9559292,0.8060688,0.9290851,0.8543526,0.9015318,0.8893037,0.9122551,0.7933692,0.8577639,NA
"4-(4-FLUOROBENZOYL)-1-(4-PHENYLBUTYL)-PIPERIDINE (BRD:BRD-K47337578-034-02-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,0.942728,0.9588958,NA,NA,0.9315273,0.8750644,NA,0.9913545,NA,NA,0.9902504,0.9006642,NA,0.947642,NA,0.9420085,0.8934829,0.8921078
"5XE (BRD:BRD-K47557313-001-02-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9181876,NA
"PP-1 (BRD:BRD-K47598052-001-15-8)_sec","num","Drug Screen","Prism Secondary",0.8360556,NA,NA,NA,0.9061704,0.9742623,NA,0.8981475,0.9020185,0.9523488,0.9141586,0.8290016,NA,NA,NA,NA,0.8701697,0.8571365,0.8727217,0.9346847,0.8013929,0.936663,NA
"DEXAMETHASONE-ACETATE (BRD:BRD-K47635719-001-21-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.8932203,NA,NA,0.9229665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLOXURIDINE (BRD:BRD-K47832606-001-30-1)_sec","num","Drug Screen","Prism Secondary",0.5071134,0.5654147,0.4395627,0.6313198,0.4495365,0.6615428,0.5994232,0.5512982,NA,0.6403903,NA,0.6369471,0.6507182,0.6080084,0.6418905,0.6065057,0.5547797,0.6530401,0.615566,0.6178972,0.4960914,0.4940209,NA
"PODOPHYLLOTOXIN (BRD:BRD-K47869605-001-32-0)_sec","num","Drug Screen","Prism Secondary",0.5404281,0.5658774,0.4384539,0.6412105,0.4306954,0.5213257,0.5085595,0.5751733,0.5015648,NA,0.5583472,0.4791198,0.529876,0.5093426,0.5820242,0.5647767,0.4011911,0.4174152,0.4408506,0.4850452,0.4264674,0.4491798,0.4402604
"BEPHENIUM-HYDROXYNAPHTHOATE (BRD:BRD-K47878171-086-06-0)_sec","num","Drug Screen","Prism Secondary",0.9528009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9704683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALAPIRAVIR (BRD:BRD-K47976015-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.8788969,NA,NA,0.8631601,0.7452162,NA,0.9072016,NA,0.8465288,0.8237011,0.8678647,0.9111498,NA,0.9144527,0.9405583,0.8112712,0.8193891,NA,0.9468247,0.8945403,0.7889662,0.8592588,0.7901604
"CEBRANOPADOL (BRD:BRD-K48141473-001-01-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9250344,NA,NA,NA,NA,NA,NA,0.9731117,0.9607993,0.8886854,0.8695333,NA,NA,NA,NA,NA,NA,0.948496,NA,NA,NA
"ETHINYL-ESTRADIOL (BRD:BRD-K48195008-001-19-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,0.9711437,NA,NA,NA,NA,NA,NA,NA,NA,0.7922978,NA,NA,NA,0.8937669,NA,NA,NA,0.96543,NA,NA
"TECASTEMIZOLE (BRD:BRD-K48195801-001-01-6)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.6550503,NA,NA,NA,NA,NA,NA,0.8021199,NA,NA,NA,NA,NA,NA,NA,NA,0.8592964,0.840157,0.9914006
"CNX-774 (BRD:BRD-K48443249-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.8875417,0.8736351,0.8816687,NA,0.9044195,0.9522032,NA,NA,NA,0.9900966,NA,0.9657113,0.9030569,NA,NA,0.8425763,0.8744446,0.8814331,0.8795794,0.9736847,0.9238739,0.8624093,0.8470019
"YM 201636 (BRD:BRD-K48488978-001-05-3)_sec","num","Drug Screen","Prism Secondary",0.8336088,0.8943571,0.8248778,0.9282451,0.8600037,0.9353139,0.8611247,0.8644718,0.8600252,0.9258171,NA,0.8496154,NA,0.9435129,0.8908263,0.9205048,0.85645,0.8339608,0.88212,0.936223,0.8315312,0.8716045,0.8739096
"METHYLDOPA (BRD:BRD-K48578705-001-17-6)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9945038,NA,NA,NA,0.9868914,NA,NA,NA,NA,NA,NA,0.8793149,0.9456372,NA,NA,0.9720022,NA,NA,NA
"BAY-11-7085 (BRD:BRD-K48684885-001-04-2)_sec","num","Drug Screen","Prism Secondary",0.7192955,0.8432095,0.8117077,0.7055181,0.8492994,0.7841816,0.7331729,0.7233543,0.7757978,0.8148601,0.8329761,0.9444666,0.8647,0.8061682,0.8841484,0.8562856,0.8162485,0.8461699,0.8239955,0.8399184,0.7648661,0.8425363,0.8615208
"S26948 (BRD:BRD-K48826825-001-01-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9947044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYTOCHLOR (BRD:BRD-K48988407-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.8752442,NA,0.8369557,0.9211017,0.8927151,0.8743623,0.839638,NA,0.8532309,0.835883,0.8044317,0.7440207,0.8522926,0.8536598,NA,0.8596753,NA,0.9118426,0.903009,0.9107067,0.8490756,NA,0.8754213
"PSB-1115 (BRD:BRD-K49027941-001-01-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.932719,NA,NA,NA,0.8867847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8664524,0.9210053,NA
"CGS-15943 (BRD:BRD-K49049886-001-08-7)_sec","num","Drug Screen","Prism Secondary",0.794138,NA,NA,0.9722938,NA,0.8961414,0.6770893,NA,0.8422024,NA,0.7533402,0.7743547,NA,NA,0.6181008,0.8087142,0.7446592,0.7202492,0.946954,0.8231721,NA,NA,0.9199645
"SECURININE (BRD:BRD-K49071277-001-04-7)_sec","num","Drug Screen","Prism Secondary",0.9592536,NA,0.9410396,NA,0.9491468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9704107,0.9529906,NA,0.9785293,NA,NA
"NINTEDANIB (BRD:BRD-K49075727-001-08-5)_sec","num","Drug Screen","Prism Secondary",0.8159365,NA,NA,NA,0.9081739,NA,NA,NA,0.8418666,NA,0.9010429,NA,NA,NA,NA,NA,NA,NA,NA,0.8897877,0.9047666,NA,0.8933203
"PRAZOSIN (BRD:BRD-K49111258-003-29-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,0.9825291,0.9463028,NA,0.6776668,0.7898628,NA,0.9438919,NA,NA,NA,NA,NA,NA,NA,0.9628595,0.9655767,NA,0.927689,NA,0.9555563
"BIBU-1361 (BRD:BRD-K49294207-300-03-8)_sec","num","Drug Screen","Prism Secondary",0.8109698,NA,NA,NA,NA,0.9143884,0.863918,0.9068132,NA,0.9643844,0.8613115,0.9010223,0.8357652,NA,0.9086046,NA,0.855763,0.7939711,0.8842483,NA,0.9315627,0.8875413,0.9109416
"RIBITOL (BRD:BRD-K49313711-001-05-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9670378,NA,0.9547791,0.9567568,NA,NA,NA,0.961838,0.976265,0.8998085,NA,NA,NA,0.8909715,0.9686354,NA,0.9100727,NA,0.9211801,0.9531708,0.9238447
"DASATINIB (BRD:BRD-K49328571-001-15-0)_sec","num","Drug Screen","Prism Secondary",0.5625032,0.5179935,0.8741255,0.9948064,0.7600452,0.53952,0.3141975,0.5363481,0.3217891,0.6570154,NA,0.3469081,NA,0.9502087,NA,0.4878725,0.5160593,0.4811337,0.7044497,0.5185617,0.3521487,NA,0.9491938
"THIOGUANINE (BRD:BRD-K49350383-001-14-5)_sec","num","Drug Screen","Prism Secondary",0.7833614,0.984546,0.901226,NA,0.8840722,0.9122973,NA,NA,NA,0.906067,NA,0.9231045,NA,0.9059993,NA,NA,NA,NA,NA,NA,NA,0.9122928,NA
"PIK-75 (BRD:BRD-K49371609-003-03-8)_sec","num","Drug Screen","Prism Secondary",0.5499309,0.5450994,0.5599523,0.5845334,0.5485421,0.5837889,0.5549481,0.5590116,0.5662064,0.5507923,NA,0.5419942,0.5978063,0.5774662,0.5864103,0.6864763,0.5808055,0.5815283,0.5465761,0.5797389,0.5473677,0.5756208,0.5677341
"PILARALISIB (BRD:BRD-K49456274-001-01-9)_sec","num","Drug Screen","Prism Secondary",0.9438172,NA,0.8440082,NA,NA,NA,NA,0.854194,NA,NA,0.9275712,0.7766128,NA,0.9537326,0.9389684,NA,0.9238042,0.9009542,NA,0.951618,NA,NA,0.9252828
"ALFACALCIDOL (BRD:BRD-K49522529-001-02-9)_sec","num","Drug Screen","Prism Secondary",0.8974368,0.7418805,NA,NA,0.9317572,0.9509937,0.8856453,0.8553674,0.867433,0.9546915,0.8502084,NA,NA,0.9543342,0.9086282,0.7785,0.9960415,0.9009809,0.9301719,NA,0.9552196,0.9161432,0.8864244
"BMS-707035 (BRD:BRD-K49555808-001-03-9)_sec","num","Drug Screen","Prism Secondary",0.9594884,NA,0.7176208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BX-912 (BRD:BRD-K49669041-001-08-4)_sec","num","Drug Screen","Prism Secondary",0.7151752,0.8199986,0.7684481,0.7800469,0.7224522,0.7486375,0.7418806,0.7373481,0.9205427,0.755463,0.6898203,0.7937171,0.8836048,0.7491289,NA,0.852826,0.6954085,0.8210183,0.7373089,0.7587977,0.7320095,0.7151513,0.7052534
"4-HYDROXY-PHENAZONE (BRD:BRD-K49759007-001-11-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,0.9002803,0.8112213,NA,NA,NA,NA,0.8807543,NA,NA,NA,0.7645801,NA,NA,0.9307023,NA,NA,NA,NA
"ETOFYLLINE-CLOFIBRATE (BRD:BRD-K49840922-001-05-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9988926,NA,NA,NA,NA,NA
"PD 0325901 (BRD:BRD-K49865102-001-08-4)_sec","num","Drug Screen","Prism Secondary",0.7001154,0.6462273,NA,0.886173,0.7763479,0.6142808,0.7522687,0.8410083,0.8272262,0.5592292,0.5906331,0.7411031,0.5884267,0.7870081,0.8955523,NA,0.766899,0.6927907,0.6137708,0.8516426,0.730437,0.4060203,0.5657888
"MESNA (BRD:BRD-K49954789-001-02-9)_sec","num","Drug Screen","Prism Secondary",NA,0.888347,NA,NA,NA,NA,0.9234208,0.9691391,NA,0.8065702,0.789045,NA,0.7636803,NA,NA,0.7476746,NA,0.8763337,0.8590922,NA,NA,NA,0.8361944
"BAICALIN (BRD:BRD-K49962337-001-02-9)_sec","num","Drug Screen","Prism Secondary",0.9516895,0.9485805,NA,0.9490578,0.9576986,NA,0.8976145,0.9388747,0.9644916,NA,0.9669006,0.871336,NA,0.943656,NA,NA,0.9620428,NA,0.9585622,0.9570138,NA,0.9663622,0.9733533
"PHA-767491 (BRD:BRD-K50000283-001-04-4)_sec","num","Drug Screen","Prism Secondary",0.8714654,0.8918117,0.6918862,0.8305707,0.86627,0.9446903,0.8852933,0.7923955,0.8766338,NA,0.8674989,0.8640091,0.9879307,0.9107506,0.9508222,0.9312665,0.8547603,0.8468496,0.8442706,0.9392765,0.8792043,0.8313684,0.9687757
"POZIOTINIB (BRD:BRD-K50010139-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.7829057,0.9652813,NA,NA,0.9262552,0.7336523,NA,NA,0.8900548,NA,NA,0.6551032,NA,NA,0.7523698,0.8575417,0.593311,0.3080145,0.8727443,0.9166973,0.7012166,NA,NA
"POZIOTINIB (BRD:BRD-K50010139-001-02-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.3065746,0.6319622,NA,NA,0.3671182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS-67506 (BRD:BRD-K50018155-003-02-1)_sec","num","Drug Screen","Prism Secondary",0.8945181,NA,NA,NA,0.9397504,NA,NA,NA,NA,NA,NA,0.8847476,NA,NA,NA,0.8020423,NA,NA,NA,NA,0.9298426,NA,NA
"ABIRATERONE (BRD:BRD-K50071428-001-03-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.9604105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NVP-TAE 684 (BRD:BRD-K50140147-001-10-1)_sec","num","Drug Screen","Prism Secondary",0.706934,0.8391716,0.7009733,0.7695004,0.7272703,0.7685835,0.7615367,0.8007774,0.7901715,0.7339612,0.7628047,0.7441761,0.9130352,0.6874384,0.8570604,0.7371431,0.6802461,0.6959437,0.7076757,0.7318864,0.6894028,0.7430971,NA
"CANERTINIB (BRD:BRD-K50168500-001-07-9)_sec","num","Drug Screen","Prism Secondary",0.7612328,0.7789452,NA,NA,0.9701113,0.7411486,0.7247872,NA,0.891631,NA,0.795053,0.7771172,NA,NA,0.938703,0.9053299,0.7530282,0.5643562,0.8196683,0.7976325,NA,NA,0.9564609
"FENOFIBRATE (BRD:BRD-K50388907-001-30-4)_sec","num","Drug Screen","Prism Secondary",0.9723935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9180282,NA,NA,0.9777001,NA,NA,NA,NA
"CAPSAICIN (BRD:BRD-K50590187-001-19-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8695902,NA,NA,NA,0.9260625,NA,NA,0.776036,NA,NA,NA,0.9093056,NA
"OXIRACETAM (BRD:BRD-K50677762-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.7732438,0.8765128,NA,0.9571005,0.8630504,NA,0.7867484,NA,0.9485103,NA,0.7637945,0.8101621,NA,0.9031047,0.9655161,NA,0.9012757,0.9328497,0.8863412,0.8382236,0.838891,0.9485403,0.8474307
"ACESULFAME-POTASSIUM (BRD:BRD-K50850824-237-04-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,0.9454388,NA,NA,NA,NA,NA,NA,NA,NA,0.8452193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DIENOGEST (BRD:BRD-K50853363-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.8479258,NA,0.8772898,0.9739301,NA,0.8602876,NA,NA,0.9175797,0.9582186,NA,0.8657016,NA,0.9165421,0.9593366,0.9591871,0.9653183,NA,0.9155695,0.8817377,0.8824142,0.8714109,0.937079
"TROPISETRON (BRD:BRD-K50866992-003-10-3)_sec","num","Drug Screen","Prism Secondary",0.904769,NA,0.8458829,NA,0.9678886,NA,0.8761329,0.970292,NA,NA,NA,0.9569502,NA,0.8832321,0.9255698,NA,NA,NA,0.945745,0.9097468,NA,NA,NA
"COBICISTAT (BRD:BRD-K51040301-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.9096605,0.9361334,NA,NA,NA,NA,0.9267737,0.9559121,NA,0.9252014,0.9468357,0.8578468,0.9497921,0.9697341,NA,NA,0.93973,NA,0.9468104,0.9682242,0.9513521,0.9810862,0.9990058
"LURASIDONE (BRD:BRD-K51143828-003-03-1)_sec","num","Drug Screen","Prism Secondary",0.8618683,NA,NA,NA,NA,NA,NA,NA,0.9065506,NA,0.9868731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9193918,0.9545998
"FLUOROMETHYLCHOLINE (BRD:BRD-K51199656-003-01-4)_sec","num","Drug Screen","Prism Secondary",NA,0.8762704,NA,0.9748412,NA,NA,NA,NA,NA,NA,0.9540048,0.9844907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PALBOCICLIB (BRD:BRD-K51313569-001-07-8)_sec","num","Drug Screen","Prism Secondary",0.5745068,0.8511984,0.693337,NA,0.8798065,NA,0.9103195,NA,NA,0.8012505,NA,0.7295979,NA,NA,NA,NA,NA,0.8709477,NA,0.8955559,0.7503971,NA,0.7618639
"FENBENDAZOLE (BRD:BRD-K51318897-001-15-3)_sec","num","Drug Screen","Prism Secondary",0.2095475,0.4720481,0.3652614,0.4183458,0.3611789,0.8025952,0.7539826,0.6595982,0.7839591,NA,NA,0.3913344,0.5518589,0.784276,0.7215195,NA,0.3901176,0.4998874,0.7468103,0.5097541,0.7516748,NA,NA
"MEGLITINIDE (BRD:BRD-K51324732-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.8826695,0.8700908,NA,0.9716747,NA,0.9362683,0.8732417,0.9689654,NA,0.9332275,0.8935111,0.9049459,NA,0.9965933,NA,NA,NA,NA,0.8671236,NA,0.9098577,0.7910299,NA
"TOREMIFENE (BRD:BRD-K51350053-048-16-5)_sec","num","Drug Screen","Prism Secondary",0.9092463,0.9204684,NA,0.8478374,0.9363211,0.8810562,0.8512523,0.9492799,0.8675564,0.8735573,0.8798303,0.7704851,0.9860326,0.8600181,NA,0.8384419,0.9397562,NA,0.8535859,0.9428457,0.8656211,0.8401069,0.9033598
"DEMECARIUM (BRD:BRD-K51471001-303-04-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9307924,NA,NA,0.9479201,NA,NA,NA,NA,NA,NA,NA
"TAURINE (BRD:BRD-K51474575-001-10-4)_sec","num","Drug Screen","Prism Secondary",0.9460855,NA,NA,NA,NA,0.9328823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9824766,NA,NA
"CABOZANTINIB (BRD:BRD-K51544265-001-04-2)_sec","num","Drug Screen","Prism Secondary",0.8845213,NA,NA,0.9592705,0.8435677,NA,NA,0.9736139,0.8709266,NA,0.9195058,0.9058495,0.8117793,0.9608055,0.917346,NA,NA,NA,NA,NA,0.9907419,0.9538689,NA
"TPCA-1 (BRD:BRD-K51575138-001-13-2)_sec","num","Drug Screen","Prism Secondary",NA,0.9261083,0.8288038,0.923702,0.92962,0.8757242,0.8335646,0.9201077,0.9232602,0.8868199,0.8887025,0.8826265,0.9503917,0.9039176,0.876843,0.9133048,0.9226648,0.8933104,0.8680112,0.7537442,0.8520676,0.9227179,0.8614926
"ILOMASTAT (BRD:BRD-K51662849-001-08-8)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,0.9486159,NA,NA,NA,NA,NA,0.9441698,NA,NA,NA,NA,NA,0.9591346,NA,NA,NA,NA,0.9198554,NA,NA
"HYDROXYUREA (BRD:BRD-K51747290-001-13-1)_sec","num","Drug Screen","Prism Secondary",0.9281596,0.9350337,0.7878951,0.8778529,NA,NA,0.8077765,NA,NA,0.9065462,0.813163,0.8834423,0.9165417,0.9504879,NA,0.903026,0.8631237,NA,0.9299606,0.9237859,0.8929123,NA,NA
"P276-00 (BRD:BRD-K51791723-003-01-7)_sec","num","Drug Screen","Prism Secondary",0.7094508,0.6313939,0.6667452,0.8252476,0.7030932,0.8361214,0.6672714,0.7402506,0.7178185,0.6183115,0.6894682,0.6959619,NA,0.8504712,0.8391881,0.862365,0.5132243,0.8354663,0.7601349,0.7308866,0.6207607,NA,0.7534926
"NEMORUBICIN (BRD:BRD-K51911221-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.2658467,NA,0.218724,0.3950282,0.321639,0.3206331,0.3198455,0.2879538,0.357146,0.3412251,0.2704166,0.3888041,0.3712049,0.2799229,0.4600495,0.3689518,0.336047,0.4193366,0.3913945,0.3839992,0.2562282,NA,0.2963347
"BIIB021 (BRD:BRD-K51967704-001-03-6)_sec","num","Drug Screen","Prism Secondary",0.7754677,NA,0.753165,0.9055446,0.721918,0.7704921,0.8791698,NA,NA,0.6733841,0.572602,0.7339115,NA,0.7244073,NA,0.8737,0.7388326,0.881439,0.7516434,0.8101712,0.7273128,NA,NA
"OXIBENDAZOLE (BRD:BRD-K52075715-001-06-7)_sec","num","Drug Screen","Prism Secondary",0.7941794,0.8284688,0.7488996,0.8398959,0.75725,0.8516582,NA,0.8494289,0.7746119,NA,0.7648649,0.7120221,0.8787356,0.8263702,0.8604094,0.8618848,0.7793765,0.6790276,0.8041761,0.8173222,0.8055677,0.8403004,0.810411
"ANASTROZOLE (BRD:BRD-K52172416-001-11-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9489412,NA,NA,NA,NA,NA,NA,NA,NA,0.9915673,NA,NA,NA,0.860053,NA,NA,0.9375046,NA,NA,NA,NA
"R547 (BRD:BRD-K52233191-001-02-4)_sec","num","Drug Screen","Prism Secondary",0.5134215,NA,0.712801,0.7669588,0.5894088,0.7664325,0.6492078,0.7348827,0.7550034,NA,NA,0.7047169,NA,0.6599772,0.7220493,0.6075568,0.6607031,0.7156141,0.6634679,0.7523202,0.6891484,NA,NA
"CHLORHEXIDINE (BRD:BRD-K52256627-300-06-6)_sec","num","Drug Screen","Prism Secondary",0.9145691,0.9135278,0.8192629,NA,NA,0.8984787,0.9887457,0.8578102,0.8876809,0.941204,NA,0.7937115,NA,0.9669328,NA,NA,0.8631725,0.9096309,0.9783185,NA,0.9576173,0.8932434,NA
"TACEDINALINE (BRD:BRD-K52313696-001-12-3)_sec","num","Drug Screen","Prism Secondary",0.8085122,0.8502422,NA,0.9301604,NA,NA,0.8182351,0.9900571,0.9735153,NA,0.655355,0.972142,NA,0.9298655,NA,0.8287999,NA,NA,0.9968691,NA,0.7917847,NA,0.9232231
"LIDOCAINE (BRD:BRD-K52662033-003-21-2)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8641294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIN001-201 (BRD:BRD-K52751261-001-06-1)_sec","num","Drug Screen","Prism Secondary",0.9244688,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9418158,0.8224274,NA,NA,NA,NA,NA,0.912845,0.9635022,0.9657916,0.9570829,NA,NA
"DIRITHROMYCIN (BRD:BRD-K52756523-001-24-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9870939,0.9524532,NA
"EPOTHILONE-D (BRD:BRD-K52762805-001-01-2)_sec","num","Drug Screen","Prism Secondary",0.22315047,0.06610808,0.05001945,0.39786038,0.12024773,0.18920325,0.25094969,0.12007999,0.34132524,NA,NA,0.37787314,NA,0.07357706,0.42648686,NA,0.22590226,0.32717353,0.14501871,0.31777013,0.23443975,NA,NA
