"Feature","Data_Type","Category","Sub_Category","ACH-000001","ACH-000048","ACH-000091","ACH-000116","ACH-000123","ACH-000132","ACH-000237","ACH-000256","ACH-000278","ACH-000291","ACH-000324","ACH-000430","ACH-000443","ACH-000524","ACH-000527","ACH-000542","ACH-000608","ACH-000617","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947","ACH-001374","ACH-001628"
"PARACETAMOL (BRD:BRD-K41524689-001-23-5)_pri","num","Drug Screen","Prism Primary AUC",1.0944278,0.28024386,0.06923044,0.36017303,-0.53620727,-0.72821697,0.5564708,-0.11369548,0.04896778,0.26925136,0.12003807,-0.59351695,-0.72621153,0.02058282,-0.63170689,0.17886473,0.90308873,0.2432946,0.11932027,-0.40247511,-0.43052402,0.24436695,0.25848115,0.5712663,0.47657889,0.42763053,0.40838423,-0.26263577,0.18546292,-0.09967574,0.23100184,NA,NA
"PURVALANOL-B (BRD:BRD-K41564320-001-02-0)_pri","num","Drug Screen","Prism Primary AUC",-0.20161756,0.58085251,0.28595934,0.2158808,0.65591643,0.37646097,0.14574649,0.14236128,0.47721652,1.08113462,0.11855744,0.16722638,-0.36237173,-0.02731784,0.0569594,0.3718733,0.48331199,0.36860659,-0.12424541,0.12713598,0.8439976,0.37341888,0.55994323,0.24386282,0.14893476,0.10924779,0.22669749,0.1200901,NA,NA,0.17837104,NA,NA
"SB-334867 (BRD:BRD-K41567364-001-04-6)_pri","num","Drug Screen","Prism Primary AUC",-0.04859899,-0.22056438,-0.41400561,-0.05020906,-0.41728001,0.46201454,-0.26537586,-0.11805547,-0.17451438,-0.4278244,-0.26642444,-0.11649657,-0.40486625,-0.42912465,0.08887848,-0.18016159,-0.68106616,0.13963244,0.08737623,-0.68276326,-0.15577251,0.04787306,-0.02481783,-0.70197677,-0.09549406,-0.414171,-0.24287801,-0.19979924,0.11207337,-0.14140355,-0.30604082,NA,NA
"COUMOPHOS (BRD:BRD-K41567533-001-08-3)_pri","num","Drug Screen","Prism Primary AUC",-0.262996309,-0.656803213,0.009382618,0.518741603,-0.577372112,0.409839455,0.038844652,0.356468975,0.101234565,-0.560038895,0.214130064,0.51262701,-0.713535965,-0.347661008,0.118243022,0.283717593,-0.560477362,0.275072474,-0.083171433,-0.028637428,-0.035764177,0.228997635,0.256579132,-0.16977652,0.034770453,-1.062051093,-0.399974843,-0.356788078,0.319860166,-0.37610072,-0.047336662,NA,NA
"7-METHYLXANTHINE (BRD:BRD-K41592905-001-01-6)_pri","num","Drug Screen","Prism Primary AUC",0.24500343,0.92985796,-0.28584349,0.50517318,-0.61850787,-0.09411908,-0.13299864,0.14868373,-0.0181602,0.02935964,0.4674218,-0.03772068,0.1018939,0.13406328,-0.01691359,-0.32345027,0.66134686,NA,0.38746077,0.21088725,0.09725611,0.2341768,-0.16353331,-0.37572035,0.32172766,0.5946829,0.19766302,-0.10302145,0.23721281,-0.24787344,0.29856801,NA,NA
"LONAFARNIB (BRD:BRD-K41599323-001-02-3)_pri","num","Drug Screen","Prism Primary AUC",0.071610018,-0.195016114,1.024299256,-0.470148728,-1.64849844,0.234750848,-0.977065825,0.458907314,-0.059744987,0.602967975,-0.651486176,-1.553026307,-0.117111562,-1.142655307,-0.889938144,-0.011688548,0.067246461,-0.15007629,-1.787674792,-0.938900267,-0.333797406,-0.127244045,-1.195219156,-0.478493326,-0.002187374,-1.179648535,-0.599648111,0.00442154,-1.39343922,-0.323180577,-0.365186271,NA,NA
"AZD3759 (BRD:BRD-K41626799-001-01-1)_pri","num","Drug Screen","Prism Primary AUC",NA,-0.736938766,-0.44997026,NA,-1.499777266,-0.004814059,-0.19110134,NA,-0.165477962,NA,-1.514770905,NA,NA,-1.000988426,-0.265492781,-0.391591708,NA,NA,-1.028199136,-0.661318165,NA,0.194431072,-0.384095423,1.238456285,-0.56935831,-1.846195762,0.00688508,-0.241984886,-0.196402675,-0.525741953,-0.009987394,NA,NA
"TECALCET (BRD:BRD-K41662846-003-01-5)_pri","num","Drug Screen","Prism Primary AUC",-0.001295972,-0.059244716,-0.080977594,-0.050285601,-0.137150996,0.258908811,0.480854697,0.291683002,-0.250412572,-0.563210031,-0.278210144,-0.868469981,NA,0.222027237,-0.192324687,NA,-0.438775854,NA,0.072127242,0.285787632,-0.140378518,-0.27206256,-0.117615239,0.27066469,0.028309026,-0.318300844,0.051366559,0.025845291,0.313065314,-0.604738185,0.049056117,NA,NA
"EC-144 (BRD:BRD-K41705163-001-01-1)_pri","num","Drug Screen","Prism Primary AUC",NA,-3.901553,-2.190541,NA,-5.034755,-2.362232,-3.963703,NA,-4.259648,NA,-3.640746,NA,NA,-1.32562,-3.777647,-3.675441,NA,NA,-3.049996,-3.636229,NA,-3.784801,-2.288582,-3.007203,-2.82622,-2.189833,-2.849232,-3.344031,-4.397318,-3.419856,-3.813362,NA,NA
"CERAMIDE (BRD:BRD-K41707108-001-05-6)_pri","num","Drug Screen","Prism Primary AUC",NA,0.005605996,-0.227879969,0.224957928,0.348650654,-0.146659829,-0.082011806,0.01877713,-0.274889429,0.333608002,-0.637634747,0.029790945,NA,-0.204303829,0.255250562,-0.25900727,0.28610391,-0.035865287,0.021732355,-0.250678411,-0.182968129,-0.150826342,0.148411734,-1.405081395,-0.815671846,-0.659920362,-0.093521225,0.196926672,-0.043712704,0.162616752,-0.010732667,NA,NA
"E-4031 (BRD:BRD-K41713976-300-02-6)_pri","num","Drug Screen","Prism Primary AUC",0.37567568,-0.713101739,-0.594758287,0.313174617,-0.012641788,-0.373881838,-0.835848342,-0.003737584,-0.472642371,-0.573764592,0.058781437,0.977360671,-0.077054497,-0.006423498,0.273100211,-0.030731896,-0.375554238,-0.467477403,-0.771879977,-1.704424238,0.544751288,-0.330782414,0.093520793,-0.390237612,-0.090324214,0.169311058,-0.399881773,-0.490161588,-1.326132702,-0.743513716,-0.827801182,NA,NA
"TRICLOSAN (BRD:BRD-K41731458-001-15-1)_pri","num","Drug Screen","Prism Primary AUC",-0.532779043,-0.211723858,-0.516668393,-0.32104633,-0.113357915,-0.090988347,0.134016672,-0.281270273,0.065543078,-0.528442793,0.416426137,-0.454757471,-0.160453495,-0.2253448,-0.90648331,-0.19719852,-0.891131739,-0.152557326,0.078758012,0.168219723,-0.038601654,-0.084808266,0.126623961,-0.350784797,0.092065265,0.094187155,0.077542144,0.013972748,-0.002937217,-0.548350419,-0.031334535,NA,NA
"TOLIMIDONE (BRD:BRD-K41772907-001-01-2)_pri","num","Drug Screen","Prism Primary AUC",0.048442421,0.070071197,0.064582776,0.753709878,-0.097398792,-0.202935878,-0.23227747,-0.082979415,-0.010417098,0.627699263,0.006192722,-0.750911614,0.497852502,0.0457219,0.057072253,0.294110153,0.134403119,0.123316123,-0.287473556,-0.436314506,-0.121604558,0.523293761,-0.071181382,-0.274721065,0.808779672,0.374308648,0.190462092,0.590476881,0.170181847,0.163589,0.458698583,NA,NA
"CB-03-01 (BRD:BRD-K41779183-001-01-2)_pri","num","Drug Screen","Prism Primary AUC",-0.346112117,0.586426571,-0.982997661,0.30413584,0.035836021,0.103858746,-0.283150322,-0.701021712,-0.69477568,-0.671319501,-0.59416464,-0.467733935,0.004601655,-0.884191578,-0.15712924,-0.067463479,0.05874774,-0.430083585,-0.205895471,-0.23673222,-0.153459278,-0.175626218,0.084577645,-0.351167593,0.121811822,-0.853795499,-0.057590231,-0.245716339,-0.540371402,-0.230614469,-0.107802313,NA,NA
"STA-5326 (BRD:BRD-K41783120-001-02-8)_pri","num","Drug Screen","Prism Primary AUC",1.11451967,-1.2829545,0.98278722,0.12208491,-1.07063433,-0.37139802,-0.15764676,0.94026577,0.75416206,-2.38462286,-0.89321765,-1.76936095,-0.43456871,0.24970283,-0.50642168,1.17348878,-1.63867667,0.45397139,-0.91415421,-1.94392212,0.68263683,0.07295377,-0.8252333,-1.25389218,-2.01510493,-0.93622413,0.29373561,-0.11605351,-2.6392218,-0.29188747,-2.52493419,NA,NA
"1,3-DIPROPYL-8-PHENYLXANTHINE (BRD:BRD-K41853443-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.18468119,-0.7323884,0.21609217,0.51721619,-0.06114045,-0.35205301,0.35226561,-0.4953458,0.38791923,-0.12800396,0.16969787,-0.03006082,0.26964948,-0.14143559,-0.49969811,-1.13233018,0.19415429,0.13500985,0.07135724,-0.34303914,0.40837582,-0.23025495,0.12740253,-0.14952564,-0.82065509,-0.5349697,0.30798792,-0.03251714,NA,NA,0.08717754,NA,NA
"AUY (BRD:BRD-K41859756-001-06-8)_pri","num","Drug Screen","Prism Primary AUC",0.04643444,-2.45944453,-2.70843676,-3.5478762,-2.86289624,-2.32321457,-2.69671081,-1.31240372,-4.18837245,0.0120724,-3.32159187,-2.22914028,0.10767478,-0.881306,-1.91468945,-2.43541977,-1.28301741,-0.91777086,-6.22498771,-4.77969556,-2.87690814,-4.39476352,-2.06719501,-0.9180488,-1.72640569,-1.87361841,-3.97827524,-2.07256678,-4.80446684,-2.90343724,-4.46461568,NA,NA
"2-HYDROXYETHYL-SALICYLATE (BRD:BRD-K41866823-001-01-3)_pri","num","Drug Screen","Prism Primary AUC",0.1213987,-0.12100866,-0.65298212,-0.056731,0.72247317,0.30387416,0.10737177,-0.0867695,0.27720056,-0.47108633,0.12781148,0.06395392,-0.02050152,-0.11724137,0.20643307,-0.30683983,-0.69628545,-0.21508057,-0.14791704,0.23811035,-0.43644566,0.23034082,0.54045846,-0.08424292,0.20198158,0.19633819,-0.13142504,0.0125567,-0.41108023,-0.11742475,0.20646713,NA,NA
"2-PHENYLMELATONIN (BRD:BRD-K41869275-001-02-8)_pri","num","Drug Screen","Prism Primary AUC",-0.207026513,-0.0208236,-0.087814108,-0.896786006,0.346176039,0.476231865,0.442675365,0.131037393,-0.212089513,-0.055974041,0.382536837,-0.533890192,-0.012090171,0.163493615,-0.449417407,0.368949837,-0.542230759,0.150367167,-0.005944102,-0.295447528,0.290446697,-0.233219811,-0.421420979,-0.398935011,-0.251170657,0.595965123,0.187285535,-0.089558956,-0.497700518,-0.009761521,0.327255919,NA,NA
"TIOXOLONE (BRD:BRD-K41876534-001-13-7)_pri","num","Drug Screen","Prism Primary AUC",-0.29400478,0.32538134,0.39847601,0.55164057,1.10321383,0.30026388,-0.28158852,-0.18498439,0.07341598,-2.22909664,-0.22273093,0.91106896,-0.23018341,0.49884708,-0.24974736,0.5463732,0.14084442,0.532318,0.22442037,0.52067313,0.56609671,0.18218146,-0.72337634,-1.62690808,0.24793904,-0.82414303,0.10134671,-0.79844845,0.19676052,0.40896838,0.26065738,NA,NA
"JNJ-27141491 (BRD:BRD-K41895652-001-02-9)_pri","num","Drug Screen","Prism Primary AUC",0.07987586,0.2629004,-0.25485313,NA,-1.87555264,-0.13097036,0.11702387,-0.16321845,-0.54855715,NA,0.61427877,0.34266,0.50395543,0.27655549,-0.28505166,-0.66892595,-0.25706043,NA,-0.24829155,-0.37634747,-0.65360511,-0.01028377,-0.3448458,-0.42763351,-0.41171206,-0.39151732,-0.66408023,-0.13713671,-0.3718094,-0.06544031,-0.22789133,1.18144643,-0.48811346
"A-769662 (BRD:BRD-K41918892-001-05-9)_pri","num","Drug Screen","Prism Primary AUC",0.010933372,-0.102173564,0.203904795,-0.083311863,-0.817925324,0.734649193,0.197203164,-0.101011254,-0.535124874,0.551691761,-0.261313876,0.15033624,-0.248083906,-0.408996072,-0.006189157,-0.17920562,0.230544491,0.23595787,0.011052089,0.03678439,0.406397283,-0.164142992,0.138950269,0.500389814,0.039947743,-0.49792722,0.411807991,-0.161280045,-0.129467621,-0.031067731,-0.458592603,NA,NA
"CURCUMOL (BRD:BRD-K41933240-001-02-4)_pri","num","Drug Screen","Prism Primary AUC",NA,0.462299949,0.340844759,NA,-0.045396959,-0.002299643,0.454242787,NA,0.223838179,NA,0.369805401,NA,NA,0.359715606,0.153834927,0.432311486,NA,NA,0.24069269,0.452244043,NA,0.293244897,0.319362883,0.854645743,0.296962594,0.392672524,0.269066012,0.279951998,0.186606545,0.365395288,0.005504207,NA,NA
"OT-R-ANTAGONIST-1 (BRD:BRD-K42009284-001-01-1)_pri","num","Drug Screen","Prism Primary AUC",NA,-0.104920172,0.460469505,NA,-0.869475416,0.182357047,-0.001852422,NA,0.135411244,NA,0.241641032,NA,NA,-0.166750133,0.167718061,0.321586594,NA,NA,0.620486653,-0.045226528,NA,0.481292826,0.511961468,-0.191218831,0.415287324,0.074172924,0.369677877,0.179599585,0.176906986,0.233411454,-0.136456333,NA,NA
"PYRIDOXAL-ISONICOTINOYL-HYDRAZONE (BRD:BRD-K42019693-001-01-5)_pri","num","Drug Screen","Prism Primary AUC",NA,0.197165,0.3207615,NA,0.1591587,0.4610295,0.5669202,NA,0.3146489,NA,0.272518,NA,NA,0.6014747,-0.1312108,0.3947024,NA,NA,0.2799124,0.107409,NA,0.2497621,0.4145392,0.3341803,0.5471838,0.3349382,0.1559821,0.5636213,0.4350687,0.5273379,-0.1655664,NA,NA
"LOREDIPLON (BRD:BRD-K42066335-001-01-0)_pri","num","Drug Screen","Prism Primary AUC",0.12303144,0.11359566,0.02777321,0.29599161,0.56521645,0.47609139,0.30958703,-0.40209586,0.15081676,0.47745119,0.35194688,-0.13849265,0.02560841,0.28641882,-0.33429208,0.38422759,-0.35244535,NA,0.49686886,-0.08096694,-0.29433505,0.13117949,0.30473244,0.04629935,0.22715937,0.16181346,0.12134937,0.14954814,-0.21006183,-0.29228409,0.08339733,NA,NA
"TRICHLOROACETIC-ACID (BRD:BRD-K42090719-001-06-5)_pri","num","Drug Screen","Prism Primary AUC",-0.504637452,0.427589019,0.171936985,-0.041392539,0.181261318,-0.188351324,0.004016283,-0.095299427,-0.172359,0.398938883,-0.768008311,-0.376935589,0.437703973,-0.39442653,-0.078212367,-0.160208532,-0.185789041,0.246495182,0.27739722,-0.327709527,-0.08550675,0.132131719,-0.521296747,0.301990276,0.145464968,-0.04428272,0.247289106,0.042558752,NA,NA,0.168660045,NA,NA
"DAIDZEIN (BRD:BRD-K42095107-001-17-1)_pri","num","Drug Screen","Prism Primary AUC",NA,0.056818307,-0.012625832,-0.396129396,-0.31384701,-0.13561856,0.214197095,0.098486266,0.162726559,-0.058298739,0.011901904,-0.735502006,NA,0.880084072,-0.191341225,0.341448183,-0.393883113,-0.425924894,-0.36588116,-0.448859101,0.15254252,0.061507085,0.004663869,0.378702315,-0.011306954,0.386075582,0.222107572,0.028309628,0.169330145,-0.275311574,0.241315839,NA,NA
"PROTRIPTYLINE (BRD:BRD-K42098891-003-20-5)_pri","num","Drug Screen","Prism Primary AUC",0.10623342,-0.17470187,-0.16352006,0.7212247,0.08523063,0.59918063,0.29723366,-0.09728713,0.10367185,0.40409426,0.45454769,-0.82797928,0.2484612,-0.16677532,0.06827594,0.30720165,0.12632938,0.4999737,0.10387415,0.06343933,0.13708937,0.53794247,0.08775951,-0.3584614,0.661508,0.32832559,0.59843242,-0.05951656,0.1267852,0.13102326,0.09219712,NA,NA
"ALARELIN (BRD:BRD-K42140276-402-01-4)_pri","num","Drug Screen","Prism Primary AUC",0.01345671,-0.14350393,-0.19607387,-0.50956356,0.05272419,0.07553168,-0.30749469,0.07130743,-0.15524417,0.18777093,-0.09380594,0.53843283,-0.13850376,-0.34225852,-0.15547053,-0.03686552,0.06800322,NA,0.34827046,-0.02901163,-0.47484355,-0.02402706,0.35420961,-0.38406136,0.16488393,0.04459971,-0.43133534,-0.1687738,0.22089724,-0.78018895,0.19063376,NA,NA
"BKM120 (BRD:BRD-K42191735-001-05-3)_pri","num","Drug Screen","Prism Primary AUC",-0.1903248,-3.083121,-1.2407122,-1.5836911,-2.5875069,-1.5897283,-3.4763055,-1.3367482,-1.8690953,-0.6532399,-2.2405884,-1.2093122,-1.9115492,-1.3979143,-1.4879295,-1.2913352,-1.9961675,-1.0252298,-4.5318819,-3.2451572,-2.7020925,-0.6899275,-2.1731177,-2.1017779,-2.2220097,-2.4866229,-2.7864618,-3.6673611,-4.0646397,-2.4377296,-2.3671581,NA,NA
"NNC-711 (BRD:BRD-K42221274-003-07-7)_pri","num","Drug Screen","Prism Primary AUC",0.371635909,0.685694622,0.056210132,1.14309927,0.274264704,0.156735357,0.374307389,0.356563709,0.593352824,0.874424843,-0.109938534,0.617841052,0.029181885,0.293667802,-0.009168396,0.392275724,0.424425283,0.505680042,0.339841822,0.429684749,0.221995645,0.132461682,0.176312134,0.766897836,0.612037266,0.308541648,0.917219991,0.332542686,0.168298116,0.173845974,0.61039954,NA,NA
"EZETIMIBE (BRD:BRD-K42260897-001-07-6)_pri","num","Drug Screen","Prism Primary AUC",0.34363975,-0.60440068,0.07021206,-0.35976279,-0.89012236,0.53862024,0.3933801,0.22357914,0.18112178,0.67484237,0.23821161,-0.01520074,0.76888216,-0.26501,0.40019961,0.55881235,1.64898676,-0.05525009,0.07408905,-0.30344186,0.91141647,-0.26583284,-0.07987741,0.4702311,0.50464419,-0.27153788,0.07222249,0.33402669,NA,NA,0.35171636,NA,NA
"EZETIMIBE (BRD:BRD-K42260897-001-09-2)_pri","num","Drug Screen","Prism Primary AUC",NA,0.298225839,-0.704912007,-0.562735723,0.385973921,0.019108353,0.4942305,0.058727075,0.399676347,0.002261193,-0.49072281,-0.344322863,NA,0.315785987,0.49139092,-0.392304357,-0.94454565,0.131765465,0.276744443,-0.899844607,-0.52522902,0.160698251,-0.36395333,0.202258932,-0.56659697,-0.456177783,-0.107679644,-0.623611732,-0.194153138,-0.383073274,-0.156329033,NA,NA
"AR-C155858 (BRD:BRD-K42325600-001-01-8)_pri","num","Drug Screen","Prism Primary AUC",-0.55058605,-1.00447037,-0.24347493,NA,-2.44349796,0.06583136,-0.13191767,-0.21638125,0.09216955,NA,0.42148583,0.04297068,-1.80234678,-0.58957545,-0.39441198,-0.19920724,0.18575151,NA,-0.668905,-0.30837447,-0.07782435,-0.29564113,-0.36837435,0.47558368,-0.78921719,0.08061558,0.03326296,-0.42841321,0.27806759,-0.7598465,-0.35165886,0.5321545,-0.83307635
"CYCLOBENZAPRINE (BRD:BRD-K42348709-003-13-1)_pri","num","Drug Screen","Prism Primary AUC",0.602514636,-0.25130468,-0.240845203,-0.159241346,-0.817834842,0.235805301,-0.126705783,-0.033662885,-0.050851046,-0.180678302,-0.28155465,-0.233280423,-0.929624013,-0.803930542,0.308758772,0.560252826,0.010676172,-0.137431129,-0.115612209,0.23066906,-0.336688713,-0.032208499,-0.180723584,0.000549072,-0.002243331,0.153305045,-0.265776637,-0.359981548,-0.608197403,0.155349788,0.299676206,NA,NA
"ANANDAMIDE (BRD:BRD-K42352790-001-05-3)_pri","num","Drug Screen","Prism Primary AUC",0.86102764,-0.24519903,0.04592596,0.17689413,-0.88784912,-0.40704446,-0.278117,-0.12878579,0.28119445,0.10950971,0.21215172,0.03146064,-0.41272442,-0.59024483,0.44530625,0.69235412,-0.04282193,0.04938264,-0.22131125,0.21599747,0.10419417,0.06098725,0.37665515,-0.1407189,-0.1859774,0.60053708,-0.25666039,0.33633551,-0.10169612,0.05316102,-0.09238631,NA,NA
"BUTORPHANOL-(+)-TARTRATE (BRD:BRD-K42417338-045-01-9)_pri","num","Drug Screen","Prism Primary AUC",0.448938966,-0.025381957,-1.266836355,-0.157628931,-0.214824084,0.002220236,0.289556385,-0.046853406,-0.081794293,-0.145113191,0.490578501,0.233001307,-0.489274767,-0.384027818,-0.362261896,0.629028037,0.164486533,-0.282669186,0.222838519,-0.293956439,0.632666855,0.137438376,0.161520031,-0.577430384,0.618122324,0.684171022,0.15915141,-0.489922924,0.123031843,0.11805985,0.268295676,NA,NA
"AZ20 (BRD:BRD-K42436189-001-01-2)_pri","num","Drug Screen","Prism Primary AUC",0.08083402,-1.01935286,-1.6651797,-0.32154724,-2.71460725,-0.53833495,-3.39728033,-0.21385975,-0.80280988,-2.10880712,-2.01510015,-0.76473776,-1.39347053,-1.31397593,-0.16635082,-0.29551496,1.13983357,-1.91146944,-1.78072921,-2.48881164,0.5489024,-0.47620199,-1.50270961,-0.87428725,-2.87902436,-2.52705647,-0.57612277,-1.87132538,-4.06974205,-3.57878122,-3.50625065,NA,NA
"EO-1428 (BRD:BRD-K42452249-001-02-5)_pri","num","Drug Screen","Prism Primary AUC",NA,-0.29728178,0.03805121,-0.06807213,-0.05333582,0.38827418,-0.09618992,0.64219026,0.27927704,0.84679395,-0.84520337,-0.01251887,NA,-0.31758892,0.09288357,0.02296401,-1.01500064,-0.43508943,-0.2002879,-0.62182765,0.90447994,0.03119525,-0.17796717,0.57210412,0.0376309,0.10482595,-0.0737026,0.23217735,-0.01062563,-0.00062214,-0.14475894,NA,NA
"TASISULAM (BRD:BRD-K42495768-001-01-7)_pri","num","Drug Screen","Prism Primary AUC",0.07264296,-0.53937707,0.39321249,-0.38252834,-1.38475419,0.319329,0.50962169,0.05101332,-0.21481384,-0.48520887,0.14053566,-1.43962843,-1.40861716,-1.20893411,-0.22819395,-0.06377317,0.8628677,-0.57376017,-0.36911936,0.02493207,-0.34090068,0.28320706,-0.09007713,1.07587143,0.58412928,0.3865716,0.32306226,-0.05884509,-2.01272702,-0.01470634,-1.56057653,NA,NA
"SATRAPLATIN (BRD:BRD-K42497885-001-01-1)_pri","num","Drug Screen","Prism Primary AUC",-0.7861493,-2.0718333,-1.1458063,-1.0778393,-0.8754527,-2.0103633,-2.9655394,-0.5347225,-1.3311721,-0.8336899,-0.4084927,-2.7090034,-0.8028333,-3.1147829,-0.7539843,-0.8559361,-2.0947132,-0.8587823,-1.7542326,-0.8470973,-0.4558087,-1.0202049,-0.7536929,-1.9098466,-2.2644417,-2.0380971,-1.0156597,-1.2494922,-3.1202095,-1.6230827,-0.8657328,NA,NA
"CGP-57380 (BRD:BRD-K42500029-001-03-5)_pri","num","Drug Screen","Prism Primary AUC",0.376311836,-0.004261014,-0.419948164,0.012513621,-0.087372495,-0.606284497,0.178829785,-0.198200277,-0.065965943,-0.356220913,0.213035017,-0.869085184,0.400209922,-0.48839291,-0.48819848,-0.374817924,0.500349262,0.352251357,-0.420057286,-0.677028297,-0.079867312,-0.079399581,-0.159181733,0.074552183,-0.493359255,0.173319109,-0.137264734,-0.542674509,NA,NA,0.149575864,NA,NA
"NORELGESTROMIN (BRD:BRD-K42504537-001-01-6)_pri","num","Drug Screen","Prism Primary AUC",0.184028588,0.080560461,-0.144497032,-0.190117796,-0.168247196,0.116164957,0.264352839,-0.047556841,-0.091906891,0.49774395,0.196330241,0.01580142,-0.132072114,-0.449039439,-0.401729457,0.17630205,0.089429616,NA,0.720919766,-0.367497246,-0.007930318,0.230921658,0.286026122,-0.006467337,0.438963061,0.044204785,-0.027195621,0.15537295,-0.278232397,-0.725067385,0.039177816,NA,NA
"EPPTB (BRD:BRD-K42536037-001-01-3)_pri","num","Drug Screen","Prism Primary AUC",NA,-0.293928852,-0.035789259,NA,-0.667948286,0.241727052,-0.013706207,NA,0.16225966,NA,0.125483479,NA,NA,-0.245395026,0.007160195,-0.143171532,NA,NA,0.012459676,-0.028392394,NA,0.059955147,0.210597894,0.241854115,-0.454522181,0.017226185,-0.068292007,0.293340674,0.263025043,-0.429458775,-0.302415062,NA,NA
"YM-58483 (BRD:BRD-K42563464-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",1.314845147,-0.215217765,0.492706226,0.46731981,-0.07449691,-0.088571514,0.254639931,0.638390195,0.192264771,0.36861666,0.601115167,-0.168994077,0.24775845,0.19278145,0.382317534,0.512743728,-0.115148652,-0.009425305,-0.038732463,0.558775751,0.785270356,0.29876034,0.366829716,-0.056697058,-0.193433855,0.286572635,-0.064012481,-0.623457064,0.202768658,0.098473135,-0.038279389,NA,NA
"BML-284 (BRD:BRD-K42624714-001-04-1)_pri","num","Drug Screen","Prism Primary AUC",NA,-2.7107471,-2.5517113,NA,-1.9389129,-1.3550067,-2.9659867,NA,-2.6730143,NA,-1.5446479,NA,NA,-0.1341686,-1.296618,-1.5147417,NA,NA,-3.0452188,-1.1895673,NA,-3.6831602,-0.5220449,-1.4190756,-2.631322,-0.7310293,-2.4754883,-2.5154792,-1.9631577,-2.3577225,-2.5904723,NA,NA
"SF-11 (BRD:BRD-K42629487-001-09-9)_pri","num","Drug Screen","Prism Primary AUC",-0.08504265,-0.76896204,-0.07379544,NA,0.57110618,-0.0882323,0.18628618,-0.3720318,-0.05735887,NA,-0.03624635,0.03358549,0.63264638,-0.01186505,-0.74720972,-0.0511209,0.19718061,NA,-0.17754767,-0.15212187,0.4772707,0.07282846,-0.89350813,0.67952764,-0.93536856,0.24346101,0.20354508,0.1433394,0.07798241,-0.27193099,0.29486107,1.09078773,-0.43622794
"VERUBULIN (BRD:BRD-K42673188-001-01-1)_pri","num","Drug Screen","Prism Primary AUC",-1.08782808,-0.31622676,-1.71297502,1.00292509,-1.61669397,-0.42013543,-0.46536699,0.11462882,-0.17297401,0.10101356,0.16913024,-1.19430229,0.87031589,1.10200679,0.27604354,-0.44972627,0.05599547,NA,-0.67641826,-0.92022971,-0.68621574,-2.5783984,-0.38975902,1.0303361,-0.44617804,0.80714557,-0.18720033,-1.5769738,-1.24382031,-3.0765329,1.41472117,NA,NA
"Y-27152 (BRD:BRD-K42679050-001-02-1)_pri","num","Drug Screen","Prism Primary AUC",0.167798408,-1.170228452,-1.102687538,-0.69241877,-0.923467864,-0.511699744,-0.674226632,-0.583090968,-0.35350183,0.071547376,-0.230425097,-2.384652937,0.255615021,-0.782154239,0.000570418,-0.64598218,0.403804208,-0.185897885,-0.377232636,-0.867761998,-0.669381451,-0.589977546,-0.466234988,-1.265513481,0.177433121,-0.267045661,-0.81230362,-0.656006037,-0.132345251,-0.346346501,-0.601309981,NA,NA
"INFIGRATINIB (BRD:BRD-K42728290-001-09-1)_pri","num","Drug Screen","Prism Primary AUC",NA,-1.139852223,0.103725008,NA,-1.30698028,-0.294443949,0.307382526,NA,0.047085985,NA,0.008879925,NA,NA,0.353895062,0.262235093,0.38939274,NA,NA,-0.535921379,-0.417206129,NA,0.171629455,0.554702715,0.422269277,-0.137198149,-0.354863354,0.256540417,-0.205881357,-0.32166337,-0.868948399,-0.142235873,NA,NA
"XE-991 (BRD:BRD-K42748308-300-02-0)_pri","num","Drug Screen","Prism Primary AUC",0.33701502,0.84353619,0.5536843,0.4508115,0.3804448,0.19404343,0.89273595,0.9246858,0.81729573,1.52495001,0.57901743,-0.61326755,-0.10446365,0.68756566,0.50904878,0.41197887,0.75919927,0.82449253,0.14868071,0.58726189,0.12401954,0.35092082,0.09123784,0.61189772,0.18383734,0.73740453,-0.10560115,0.18262515,-0.13457641,-0.11730973,0.4197157,NA,NA
"EPIANDROSTERONE (BRD:BRD-K42756753-001-01-9)_pri","num","Drug Screen","Prism Primary AUC",0.377627964,-0.68392224,0.298980001,-0.718309411,-0.810134373,-0.279162305,NA,-0.870121545,-0.183272299,0.540772111,-0.680676416,-0.660666028,0.396195916,-0.75418782,-0.568586579,-1.000620192,-0.511449338,-0.13269933,-0.25569736,-0.60949688,-0.138455602,-0.057774016,-0.495518157,-0.174221021,0.354292425,-0.125595577,-0.129687516,-0.219668679,-0.191402758,NA,0.009727039,NA,NA
"AZD 9291 (BRD:BRD-K42805893-001-04-9)_pri","num","Drug Screen","Prism Primary AUC",-0.20361198,-0.14632699,0.64368267,-0.94692185,-1.01636743,0.93660603,0.10329694,0.57606613,0.20625065,-0.2102327,-1.28018588,1.03616088,0.49683136,-0.41375241,-0.89287316,0.2803943,-0.73268869,0.34729458,-1.2574372,-1.09456334,0.88962357,0.3545556,-1.68305369,1.21304203,-0.64871512,-2.35008495,0.09594072,0.01957434,-0.60637919,-0.81736698,0.15446999,NA,NA
