depmap_id,Data_Type,Category,Sub_Category,ACH-000713,ACH-000278,ACH-000430,ACH-000617,ACH-000574,ACH-000542,ACH-000132,ACH-000001,ACH-000091,ACH-000409,ACH-000701,ACH-000291,ACH-000657,ACH-000524,ACH-000696
MST1R sp|Q04912|RON_HUMAN'],num,Molecular,Proteomics,1.170570984,-0.252132881,-1.430474682,-0.422731593,-1.800139655,-1.604281734,0.61665026,-0.731732791,1.737477577,-0.165551701,0.788293862,,-1.338438796,-2.734227614,0.283279493
CDK6 sp|Q00534|CDK6_HUMAN'],num,Molecular,Proteomics,-2.36138417,-0.272263991,0.301881759,-1.960835039,0.145773225,-0.222448252,0.391472194,-1.368058523,-1.238006058,-1.26442298,-0.613915902,-0.829743119,-2.394510976,-1.580221642,-0.628529302
CDK16 sp|Q00536-2|CDK16_HUMAN'],num,Molecular,Proteomics,0.11454515,0.34688642,0.305917771,0.805193785,0.01593308,-0.65443144,-0.003383047,-0.601584507,0.212778315,,-0.227977229,0.518739913,0.563563703,-0.141101858,-0.003844746
CDK5 sp|Q00535|CDK5_HUMAN'],num,Molecular,Proteomics,-0.023637112,0.300349076,0.564127148,-0.393415774,0.613480426,-1.279148201,-0.301364853,-0.492196365,-0.920884469,0.381079251,-0.444932822,-0.287932949,0.468720344,-1.083812883,0.316224237
STK3 sp|Q13188|STK3_HUMAN'],num,Molecular,Proteomics,0.276721409,-0.796061334,-0.37766284,-0.078842802,-0.154061454,0.158389238,0.393431319,-0.617201365,0.297347104,-1.183030306,0.17106519,0.032516989,0.195250194,-1.474461102,0.523520258
STK4 sp|Q13043|STK4_HUMAN'],num,Molecular,Proteomics,-0.494678787,-0.496476808,0.415662892,-0.477958498,0.295140808,0.302662837,-0.17616172,-1.49071057,-0.60109337,-1.770882093,-0.733407966,-0.59928158,0.00181102,-1.289000709,0.373086247
CDK3 sp|Q00526|CDK3_HUMAN'],num,Molecular,Proteomics,0.762211871,-0.257213804,0.494276871,0.043952993,0.70019369,-0.263921684,-1.036831399,-0.648966081,-1.237101985,-1.11569007,-0.054381957,-0.942952807,1.527367429,-1.418078325,0.307998117
CDK18 sp|Q07002-3|CDK18_HUMAN'],num,Molecular,Proteomics,,,,,-0.300186516,-1.510040382,,,0.441182138,,0.115190907,-1.784909749,0.72583604,0.466333123,-0.091419923
CDK17 sp|Q00537|CDK17_HUMAN'],num,Molecular,Proteomics,-1.117412443,-0.612451322,1.935325648,-0.616557373,0.531692005,1.411258199,0.606692182,-0.678925976,0.266037477,-0.297893236,0.004334165,,,-0.34228459,
CRYZ sp|Q08257|QOR_HUMAN'],num,Molecular,Proteomics,-0.553579363,-0.579627534,0.115190568,0.639532402,0.918775201,0.179613973,0.131084715,0.432006078,0.73077572,0.390626237,-0.148286316,0.810757704,0.095379989,-0.09456663,0.489860113
XIAP sp|P98170|XIAP_HUMAN'],num,Molecular,Proteomics,0.009546057,-0.342003947,0.030293708,-0.440828651,-0.856514371,0.546804571,0.283980663,-0.770174161,-0.790588343,-0.816311248,-0.238845327,-0.812710992,0.593159827,-1.549808651,-0.139122613
BIRC2 sp|Q13490|BIRC2_HUMAN'],num,Molecular,Proteomics,-0.502417092,-0.831693061,-0.238175944,-0.395209742,-0.385964375,0.912985754,0.96588275,-0.99286419,-0.637196267,-1.234502201,0.219118936,-0.146915994,0.84560458,-0.908745795,0.59495222
INSM1 sp|Q01101|INSM1_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,,,,-2.308630871,,
EIF4EBP1 sp|Q13541|4EBP1_HUMAN'],num,Molecular,Proteomics,-1.469810836,-0.775409695,0.521529062,-0.731400844,0.364971861,0.76874568,-1.015218987,-0.86347221,-1.381004249,-2.072334823,-0.751453269,-1.570030618,1.500618396,-2.515083849,1.563851424
FOXC1 sp|Q12948|FOXC1_HUMAN'],num,Molecular,Proteomics,,,0.287617094,0.558145242,-0.014080084,1.673471678,,,0.919102797,,,-1.310311884,-0.368049249,0.607561967,0.730245764
HLTF sp|Q14527|HLTF_HUMAN'],num,Molecular,Proteomics,0.420328861,-0.289621367,0.261931331,-0.11403539,-0.075306632,1.480645539,-0.229169646,0.672419319,0.14712108,0.257648753,-0.533454865,-0.175710869,-0.136662318,1.304704514,1.096026204
CUL1 sp|Q13616|CUL1_HUMAN'],num,Molecular,Proteomics,-0.01628392,0.073997609,0.206461121,0.216948002,-0.601054817,-0.193087835,0.026457949,-0.488111956,-0.01416124,-0.016633768,-0.143918402,0.268073945,0.257882003,-0.173330948,0.053288816
ADARB1 sp|P78563|RED1_HUMAN'],num,Molecular,Proteomics,,-0.678090014,0.038920554,0.003607892,0.391190138,-0.408510719,0.370462545,-0.465291257,-0.260322515,0.075180011,-0.166099856,-0.984577745,,1.80629314,0.615446498
MPP3 sp|Q13368|MPP3_HUMAN'],num,Molecular,Proteomics,,,-1.238268206,1.173766516,,-0.178931559,,,-2.344207586,2.157468705,-0.203753252,-0.116929946,-1.349111106,0.759184496,0.592862418
E2F2 sp|Q14209|E2F2_HUMAN'],num,Molecular,Proteomics,,,,,,-1.265540157,,,,,,0.754619536,,,
MBTPS1 sp|Q14703|MBTP1_HUMAN'],num,Molecular,Proteomics,-0.011116783,-0.533683522,-0.213315176,-0.182364144,-0.229494705,,-0.041509103,-0.188365269,-0.205404256,0.164966684,0.48668672,1.008951511,0.134927246,0.557564597,
SCARF1 sp|Q14162|SREC_HUMAN'],num,Molecular,Proteomics,,,3.60845862,,,,,,,,,,,,
POU3F1 sp|Q03052|PO3F1_HUMAN'],num,Molecular,Proteomics,,,,,,,,,,,,-2.345968252,,,
HTRA3 sp|P83110|HTRA3_HUMAN'],num,Molecular,Proteomics,,,,,,-1.127582587,,,-0.692367432,,,,,,
PRPSAP1 sp|Q14558-2|KPRA_HUMAN'],num,Molecular,Proteomics,-0.189067279,-0.296892659,0.150968965,-0.005781889,-0.484196666,-0.064447084,0.032861926,-0.757451963,0.034857849,-1.094170711,-0.435493403,-0.153455302,0.220119799,-2.031076407,0.051156873
ENDOG sp|Q14249|NUCG_HUMAN'],num,Molecular,Proteomics,-0.130876508,-0.0892094,-0.780233117,1.186087235,-0.592201028,0.907988433,-0.356072392,1.711835238,0.19025862,0.655920513,0.336084822,-1.113836913,0.799976105,-0.282720619,-1.647148596
COL16A1 sp|Q07092|COGA1_HUMAN'],num,Molecular,Proteomics,,-0.093155034,,,,-2.12833212,-1.111794111,-0.190893165,-1.229751237,,,,,-1.680950337,
MFGE8 sp|Q08431|MFGM_HUMAN'],num,Molecular,Proteomics,1.967002977,2.175508204,-1.057577899,1.331529631,1.193850723,-2.71626562,1.509885968,0.906004785,0.589431095,1.555534543,-0.661651259,-1.995624685,-0.440442109,1.878124475,-0.461300479
MESDC2 sp|Q14696|MESD_HUMAN'],num,Molecular,Proteomics,0.239906734,0.261128312,-0.755686998,-0.680485451,0.18877853,-0.570415611,-0.407587776,-0.339212308,-0.208611121,-0.641214792,0.921299835,0.261528607,0.151698461,-0.366886036,-0.447981564
TNK2 sp|Q07912|ACK1_HUMAN'],num,Molecular,Proteomics,0.272821883,-0.320176266,,,,-0.13402901,0.268453226,-0.317303995,-1.465004933,,0.463782278,-0.35432007,0.2329887,-0.464806126,-0.130410149
COL9A2 sp|Q14055|CO9A2_HUMAN'],num,Molecular,Proteomics,,,,2.739617941,,,,,-1.232273385,2.3680979,,,,,0.431368421
FMR1 sp|Q06787-7|FMR1_HUMAN'],num,Molecular,Proteomics,0.3244869,-0.031948449,-0.274382368,0.244794772,-0.00472388,0.202672124,0.595743995,0.921286926,-0.302855827,0.915175832,0.413563643,-0.177279065,0.311340564,-0.116008118,-0.24767499
FMR1 sp|Q06787-8|FMR1_HUMAN'],num,Molecular,Proteomics,0.814306525,0.267131427,-0.338655921,0.083177475,-0.371219398,-0.033039399,1.038827179,1.701815992,,0.735929126,0.345159661,-1.366142713,0.569870782,-0.016327348,-0.045768159
CUL3 sp|Q13618|CUL3_HUMAN'],num,Molecular,Proteomics,-0.44151004,0.010699785,-0.167569212,0.042486184,-0.741322005,0.195138093,0.81568404,-0.644586367,0.28408595,-0.418166672,0.43842647,0.614451584,0.658140873,-0.334598414,-0.206848432
MTX1 sp|Q13505|MTX1_HUMAN'],num,Molecular,Proteomics,0.116885811,0.189944057,-0.190469164,0.351043771,-0.294889338,-0.272944879,-0.250427378,0.274166709,0.691596781,0.790639043,0.378644845,0.456605552,-0.058475067,0.924350591,-0.175641194
GABPB1 sp|Q06547|GABP1_HUMAN'],num,Molecular,Proteomics,-0.369169543,-0.11051283,0.169157588,2.286484797,-0.034342449,0.33846935,-0.108178971,0.092720272,-0.77077051,-1.245561099,0.217235844,-0.191650427,0.346305102,0.212838512,0.091002069
IRF3 sp|Q14653|IRF3_HUMAN'],num,Molecular,Proteomics,-0.211115605,-0.286934993,-0.010709118,-0.092975697,-0.135465469,-0.597193033,0.927239758,-1.198962155,-0.430408755,-1.531243125,0.869516414,0.346212527,0.966418343,-1.870818569,-0.458592092
MAP2K1 sp|Q02750|MP2K1_HUMAN'],num,Molecular,Proteomics,0.715682494,-0.285175515,0.81885932,-0.572837907,0.509112603,0.196762348,-0.370664099,-1.159945889,-0.125696039,-2.092046536,-0.425021321,0.426115167,0.595034266,-1.383707576,-0.039883734
PTPRJ sp|Q12913|PTPRJ_HUMAN'],num,Molecular,Proteomics,-0.232962256,0.775231495,0.478042506,0.619895133,1.527933971,-0.007451272,0.796175873,1.465364566,2.469453277,-0.597243246,0.166424917,0.384541831,-0.50723847,-0.29954258,-0.253275277
DHX8 sp|Q14562|DHX8_HUMAN'],num,Molecular,Proteomics,-0.317969028,-0.171373934,0.037483377,-0.889824805,0.327824626,-0.467760136,-0.357276506,0.541621898,0.090286405,0.554897403,0.243007774,-0.000193951,-0.223728984,0.543004039,-0.38016099
IL15RA sp|Q13261|I15RA_HUMAN'],num,Molecular,Proteomics,-0.955239414,,,,,0.620769567,,,,,,,1.066137462,,
NUP160 sp|Q12769|NU160_HUMAN'],num,Molecular,Proteomics,-0.153727347,-0.167061169,-0.052780021,-0.423401768,-0.288932142,-0.186027804,-0.157891608,-0.135902657,0.398800876,0.970126779,0.251302386,-0.069706533,0.084767536,0.45709121,-0.790660904
MGAT2 sp|Q10469|MGAT2_HUMAN'],num,Molecular,Proteomics,-0.391092461,-0.084282763,0.010195079,-0.112109838,-0.282516271,-0.558084673,0.74828104,-0.113997515,0.099016953,0.564714466,0.514364136,1.049581394,-0.840602964,0.054701383,-0.233897193
ABCC8 sp|Q09428-2|ABCC8_HUMAN'],num,Molecular,Proteomics,,,,-0.652069655,,0.156764824,,,0.040688736,,2.87436526,0.681400022,0.103452946,-1.029250093,
TAP2 sp|Q03519|TAP2_HUMAN'],num,Molecular,Proteomics,0.948968509,0.570536303,-0.47657809,-0.111063279,-1.357360898,-1.410575786,-0.326396928,-0.645359556,2.711907609,0.338252384,-0.427374324,-0.710163925,0.648325193,-0.756669389,-0.887180945
GRB7 sp|Q14451-3|GRB7_HUMAN'],num,Molecular,Proteomics,,-0.043998323,-0.600803179,,0.893193089,,-0.507418043,0.069744029,2.420956349,,1.545015527,0.146501346,-1.640301613,-0.308895265,-0.346291531
PRKCZ sp|Q05513|KPCZ_HUMAN'],num,Molecular,Proteomics,0.872214722,0.297310637,-0.577675279,0.034612408,1.439017725,,2.113716012,0.079827498,0.845180597,,0.900981693,2.639684809,-0.294372616,-0.232173965,
CSTF1 sp|Q05048|CSTF1_HUMAN'],num,Molecular,Proteomics,-0.247767378,-0.096567786,-0.016166167,-0.361177266,0.889907938,0.003979128,-0.060392963,0.994010698,0.279732998,0.578294378,-0.007921656,0.058643939,-0.274206251,0.583711757,-0.087197993
MFSD10 sp|Q14728|MFS10_HUMAN'],num,Molecular,Proteomics,0.364266439,-0.03570527,-0.407445525,-0.35937991,-1.098597348,-0.284489824,0.863301871,0.494967976,0.855840145,-0.490832249,1.01172945,,0.080799067,-0.246728275,-0.595784175
RBM10 sp|P98175|RBM10_HUMAN'],num,Molecular,Proteomics,0.01572075,0.00209064,-0.078079263,0.204299326,0.939662297,-0.648828862,-0.774884524,0.399141037,-0.407249415,1.144973157,-0.12064233,-0.019862523,0.397657238,0.875830089,-0.01510601
RBM6 sp|P78332|RBM6_HUMAN'],num,Molecular,Proteomics,-0.25122934,0.076741993,-0.232711384,0.024327242,1.588237014,-0.15399449,-0.783976631,1.418666614,-0.2351758,0.694009502,-0.570535798,-0.389123272,0.446115017,0.610366993,0.391796628
COG2 sp|Q14746|COG2_HUMAN'],num,Molecular,Proteomics,0.090188775,-0.483132293,-0.148057307,-0.795833924,-0.832046682,0.2926502,0.165391561,-0.706428183,0.536658571,-0.993778282,0.550976349,0.575469859,0.067370139,-1.356856,-0.269681794
TRAF1 sp|Q13077|TRAF1_HUMAN'],num,Molecular,Proteomics,-0.412717371,,0.51303645,,,-0.801342493,,,0.899510249,,-0.493884897,,,,0.130884613
PPP2CA sp|P67775|PP2AA_HUMAN'],num,Molecular,Proteomics,0.22799252,-0.456088924,0.295996524,-0.222049772,0.077524375,0.304500945,0.213668492,-0.910303822,-0.392969612,-1.079722352,0.087174345,-0.293338622,0.314107822,-0.861492853,0.162906143
SKP1 sp|P63208|SKP1_HUMAN'],num,Molecular,Proteomics,0.62220485,0.067901852,0.220014173,0.103504692,0.47805178,0.418103545,0.459480736,-0.265439973,-0.689803932,-1.998627246,-0.338109788,-0.43438491,0.405287838,-0.344126948,0.615646377
RPL18A sp|Q02543|RL18A_HUMAN'],num,Molecular,Proteomics,-0.1362618,-0.168349995,0.660006515,-0.099026426,-1.021180933,0.818179667,0.306804296,-0.796760447,0.892067966,0.30471977,0.018575869,0.173045014,0.305903173,-0.782282693,-0.056611882
PTPN12 sp|Q05209|PTN12_HUMAN'],num,Molecular,Proteomics,-0.212610511,-0.45358924,1.479562515,-0.906719877,-1.219698905,0.412533107,1.013564547,-1.080306521,-0.22848757,-0.967917253,-0.385491576,-0.203017877,0.486001942,-2.040271167,0.348471691
ATP7A sp|Q04656-3|ATP7A_HUMAN'],num,Molecular,Proteomics,0.007157758,-0.725298667,-0.557702758,-0.504827085,0.015496095,-1.131988429,0.216325574,0.831358288,-0.507052378,0.101656218,0.420976749,1.36385429,-0.657826779,-1.090885885,-0.572834552
ZBED6 sp|P86452|ZBED6_HUMAN'],num,Molecular,Proteomics,,,,,,,0.736626538,-0.006474111,-0.8550826,,,,,,
AKR1C1 sp|Q04828|AK1C1_HUMAN'],num,Molecular,Proteomics,-0.621963303,-0.041065709,-0.740733429,-1.165516464,-0.576071326,0.09538155,-1.880951029,-1.083461456,0.712580416,-1.242662074,2.502480923,4.5163086,-1.595659647,-0.413824182,-1.230310204
AKAP6 sp|Q13023|AKAP6_HUMAN'],num,Molecular,Proteomics,,,,-0.446431589,,0.944052968,0.581469921,1.4737147,,0.973711341,0.832151123,0.62951057,,,0.701932433
SMAD3 sp|P84022|SMAD3_HUMAN'],num,Molecular,Proteomics,-0.681311974,0.439844737,0.385565333,-0.720642772,1.249356471,0.199040146,0.857754057,-0.247799728,1.579543976,-0.521578301,-0.300962577,0.220315947,-0.632638723,-0.78033694,0.1898945
STX4 sp|Q12846|STX4_HUMAN'],num,Molecular,Proteomics,0.477516893,0.387135078,-0.042894049,1.173935847,-0.877275338,-0.223878765,0.704571599,-0.338317266,1.282344839,0.827960739,0.379395305,0.678764652,-0.376210299,-0.060585182,-0.385350232
REEP5 sp|Q00765|REEP5_HUMAN'],num,Molecular,Proteomics,0.824359406,-0.263324959,-0.039716823,1.135305656,-0.345394964,0.356320418,-0.105490704,0.543359126,1.179522602,0.484540796,0.662462257,0.298191024,-0.555903581,-0.468351613,0.191203743
RHOG sp|P84095|RHOG_HUMAN'],num,Molecular,Proteomics,-0.668571296,-0.111048209,0.747697087,0.299333458,0.011780355,-0.040219819,0.627935472,0.380475084,0.145190487,0.026443169,0.008910727,-0.181068608,-0.368257771,0.555251566,-0.80695665
AUH sp|Q13825|AUHM_HUMAN'],num,Molecular,Proteomics,-0.963636916,-0.159704091,-0.383174396,-0.547853095,-0.100629995,-0.605116527,0.016739256,-0.014279462,-0.064690301,0.759601929,0.923408956,1.227746669,-0.756288679,0.794581563,0.091681244
CDC16 sp|Q13042|CDC16_HUMAN'],num,Molecular,Proteomics,-0.377922852,-0.513059893,0.078037831,-0.258050917,-0.388345119,0.346292092,-0.317742087,-0.48219508,0.474717221,0.420038409,0.0040152,0.422830393,0.379222706,-0.358660055,-0.323392154
NCOA6 sp|Q14686|NCOA6_HUMAN'],num,Molecular,Proteomics,-0.00506867,-0.160469704,-0.17167759,0.437647408,1.246163864,0.108014035,-0.793205969,0.557529737,-0.735606574,0.53564391,-0.087729017,-0.66039885,0.275637562,0.841710021,-0.080234097
SCRN1 sp|Q12765-2|SCRN1_HUMAN'],num,Molecular,Proteomics,0.297046213,-0.398252841,0.437888796,0.142697923,0.169233986,1.263611862,1.677945921,-0.59939073,0.146730587,-1.141111448,-0.954373545,0.408486484,0.803574731,-0.946553064,1.364330097
CX3CL1 sp|P78423|X3CL1_HUMAN'],num,Molecular,Proteomics,,,,,1.883323422,,,,,,-0.688520384,,,,
MRPS5 sp|P82675|RT05_HUMAN'],num,Molecular,Proteomics,-0.218489637,0.049823018,0.100665853,0.036396144,-0.372493913,0.363154107,0.100600265,0.139390909,0.997909692,1.531339473,0.074674168,0.573649526,-0.090118605,0.616027663,-0.137182932
EIF4A2 sp|Q14240|IF4A2_HUMAN'],num,Molecular,Proteomics,0.100708843,-0.492955589,0.380227837,-0.558970841,0.141563511,0.336914935,0.784308434,-0.591367769,-0.194612526,-0.889791635,0.007408532,0.122735001,0.149929853,-0.613090836,-0.293745846
ARHGAP1 sp|Q07960|RHG01_HUMAN'],num,Molecular,Proteomics,-0.918303853,0.002699857,0.487879915,0.412605653,0.300358682,0.184565189,0.241941795,-0.552103336,0.023824536,-0.555204607,-0.21358215,-0.055524172,0.505869228,-0.856741495,-0.896434415
UBAP2L sp|Q14157-5|UBP2L_HUMAN'],num,Molecular,Proteomics,-0.148133702,-0.21167894,0.378638444,0.198029018,0.199422994,1.26623353,0.085610927,-0.434431967,-0.757754581,-1.146381911,-0.094594019,-1.542380968,1.09865181,0.031489135,0.338861311
UBAP2L sp|Q14157-4|UBP2L_HUMAN'],num,Molecular,Proteomics,,0.423339882,0.712675063,-1.781006833,-0.006919093,0.800967197,-0.353932835,-1.228054157,-0.770680314,-1.592573706,-0.265686803,-0.585768603,,0.708790273,-0.084875112
ST5 sp|P78524|ST5_HUMAN'],num,Molecular,Proteomics,0.237909079,0.355798626,-0.176589303,0.001064617,-0.005267144,-0.830593745,0.611816846,1.044351157,0.193233165,,-0.206844201,,1.61044639,1.82469994,0.698199153
RPL6 sp|Q02878|RL6_HUMAN'],num,Molecular,Proteomics,-0.165347186,-0.214952442,0.323914532,0.061859764,-0.978498308,1.028412661,0.212529604,-0.653580919,1.103071433,-0.168972188,0.264516772,0.476682909,0.170233644,-0.764179917,-0.011186662
MAD2L1 sp|Q13257|MD2L1_HUMAN'],num,Molecular,Proteomics,-0.275385948,-0.750056019,0.516206109,-0.639484256,0.648955644,-0.342418922,-0.281682282,-0.719845715,-0.589431983,-0.498481177,-0.302073974,-0.487620486,0.318838128,-0.320035572,0.723332355
ICA1 sp|Q05084|ICA69_HUMAN'],num,Molecular,Proteomics,,-0.130562755,-0.752061631,,,,,,0.575816989,,,,,-1.584351842,0.330721908
CSTF3 sp|Q12996|CSTF3_HUMAN'],num,Molecular,Proteomics,-0.631585524,-0.139039588,0.043118289,-0.547720173,0.068097022,0.071220062,-0.361412255,0.265099558,0.546287425,0.789659207,0.34276636,0.170869597,-0.229636555,0.301228222,-0.256122253
POLA2 sp|Q14181|DPOA2_HUMAN'],num,Molecular,Proteomics,0.165608918,-0.060374579,0.20196714,0.083917078,0.485194562,-0.495584045,-0.877048094,-0.372233729,-0.407266519,-0.953918189,-0.384330089,-0.54041544,0.397157108,-0.722519053,-0.219013834
RPL24 sp|P83731|RL24_HUMAN'],num,Molecular,Proteomics,-0.046674826,-0.209129899,0.708779443,0.310029125,-0.878627344,0.909961008,0.235677455,-0.786321938,0.779609117,-0.003741647,0.006428493,0.694143666,0.378593271,-0.958862034,-0.094923087
FHL1 sp|Q13642|FHL1_HUMAN'],num,Molecular,Proteomics,0.316063251,1.219210801,2.410145933,-0.555217149,1.630601515,2.591320505,2.304028264,-1.560323178,1.256387854,0.860820675,-1.356793019,-3.257235148,1.214024015,1.110206156,2.806569201
FHL1 sp|Q13642-4|FHL1_HUMAN'],num,Molecular,Proteomics,0.405830895,0.809331524,1.683287328,-0.541522243,0.468119159,2.591268227,3.007995132,-1.210296823,1.573001505,0.43755052,-0.602302448,-2.809239178,1.063567766,-0.139448881,2.96165612
DDX39B sp|Q13838-2|DX39B_HUMAN'],num,Molecular,Proteomics,-0.515298449,-0.104890215,-0.073186538,-0.333403756,0.360857362,-0.233180643,-0.170017273,0.47647995,0.492893148,0.303435211,0.102357784,0.508700045,0.091831339,0.181644918,-0.329511846
CHAF1B sp|Q13112|CAF1B_HUMAN'],num,Molecular,Proteomics,0.055845089,-0.38590656,0.196690095,0.423451489,1.223742205,-0.650223076,-0.857479596,-0.056430343,0.22110617,-0.209809309,-1.107455991,-0.826232145,0.370651141,0.230932269,-0.633367379
EHHADH sp|Q08426|ECHP_HUMAN'],num,Molecular,Proteomics,0.860657707,-0.190721143,0.182796457,0.080182415,-1.154171464,0.097385487,1.776434873,1.254895692,0.882055336,0.107565815,0.512782093,1.454593664,-1.687032555,0.028105897,-0.756515685
UBE4A sp|Q14139-2|UBE4A_HUMAN'],num,Molecular,Proteomics,0.974762626,-0.313479429,0.221075076,0.69562529,-0.72480516,-0.065981837,0.360291602,-0.134985608,-0.060093678,0.104664977,0.338146893,0.29945595,-0.487969533,-0.320927438,-0.545881289
FKBP5 sp|Q13451|FKBP5_HUMAN'],num,Molecular,Proteomics,-0.195620159,0.933637033,0.386614258,0.076783104,0.297419547,-0.488570333,-0.503828541,-0.345443239,2.555901928,-1.140392399,-0.700434637,-1.900353725,1.494615139,1.708034778,-0.468683583
CXADR sp|P78310|CXAR_HUMAN'],num,Molecular,Proteomics,-0.295378024,0.561690129,-0.30082252,0.015717335,0.360495477,-1.666343882,0.544420153,2.396568144,0.257142201,-0.067771439,-0.747495588,1.030714837,-1.396653241,0.899640604,0.182996377
GSTO1 sp|P78417|GSTO1_HUMAN'],num,Molecular,Proteomics,-0.110178935,-0.244852323,0.653821392,-1.826924735,-2.494043083,1.510803677,0.278641997,-1.237798479,-0.09392042,-0.718613896,-0.534298904,-0.037895413,0.826294941,-1.837455671,0.79167286
GNL2 sp|Q13823|NOG2_HUMAN'],num,Molecular,Proteomics,0.212350925,0.274943371,0.461916638,0.066783639,-0.587088817,0.845833925,-0.449368837,0.201191922,0.164215304,1.371400109,-0.223838881,0.469406535,-0.035618753,0.28055162,0.209765451
SIRPA sp|P78324-2|SHPS1_HUMAN'],num,Molecular,Proteomics,0.465163112,-0.639658892,-0.556625753,0.350554677,1.151410631,-0.295282687,0.757998355,-0.74620335,0.754838157,-0.416275526,-1.289688712,-1.072885214,0.733050119,-0.539773586,0.419485343
KIAA0196 sp|Q12768|STRUM_HUMAN'],num,Molecular,Proteomics,-0.296814917,0.133929907,0.123333841,-0.152285455,-0.94875768,0.645737892,0.759055767,-0.989345438,0.912296271,-1.016039538,-0.062413579,-0.434220366,0.283574042,-1.311644912,0.123399578
FAM50A sp|Q14320|FA50A_HUMAN'],num,Molecular,Proteomics,-0.132930394,-0.524442254,0.550013925,0.318638459,-0.108235453,0.203568378,0.022624327,-0.139181538,-0.556532195,-1.285268377,-0.109375705,-0.712388409,0.144179539,-1.133843201,1.322066774
NFX1 sp|Q12986|NFX1_HUMAN'],num,Molecular,Proteomics,-0.164705745,-0.120031021,0.315731337,0.198294498,-0.089587473,-0.975958914,-0.332591502,-0.906146337,-0.290750883,0.27867787,-0.513651384,-0.788090235,1.026659412,-1.41856691,-0.511559121
TRIM25 sp|Q14258|TRI25_HUMAN'],num,Molecular,Proteomics,0.077002788,0.265575869,0.26450926,-0.322657597,-1.128036988,0.674990156,0.198648621,-0.532032784,0.383857186,-0.53157064,-0.108785812,-0.427191622,0.589758337,-1.074812428,-0.375544855
PRKG1 sp|Q13976-2|KGP1_HUMAN'],num,Molecular,Proteomics,,,,-1.249749081,,,,,,,,2.804457091,3.927011197,,
PRKG2 sp|Q13237|KGP2_HUMAN'],num,Molecular,Proteomics,,,-0.666259753,,,-0.658288568,,,,,,-0.030021361,,,
SLC7A5 sp|Q01650|LAT1_HUMAN'],num,Molecular,Proteomics,0.970527816,-0.855397937,-0.669291951,-0.271842283,-2.057431295,-0.743478615,-0.043587974,0.211915295,1.313026067,-0.605501631,1.167410078,0.417933698,-0.407599192,-1.571002778,-0.844396275
MGAT5 sp|Q09328|MGT5A_HUMAN'],num,Molecular,Proteomics,-0.324926534,0.311371591,0.190615694,-1.219505587,-0.616886688,-0.423502693,-0.1911995,0.798432494,-1.43295496,0.452095433,0.477601498,1.028011415,-0.173969145,0.341707513,0.088436636
KLF1 sp|Q13351|KLF1_HUMAN'],num,Molecular,Proteomics,,,,,,,-4.13084399,-0.849328335,-8.783338263,,,,,,
RAB31 sp|Q13636|RAB31_HUMAN'],num,Molecular,Proteomics,0.650444862,-0.084369127,0.231241396,-0.419502404,-0.263842283,0.925975021,0.019916672,-0.877505267,-0.214430328,,-0.297526284,1.94848532,-0.533255346,-0.576443696,-0.344282844
PITX1 sp|P78337|PITX1_HUMAN'],num,Molecular,Proteomics,,,,,-0.944016509,,-0.054625693,-0.510299198,,-0.639501323,,,,,1.069284201
MAP4K2 sp|Q12851|M4K2_HUMAN'],num,Molecular,Proteomics,0.505805082,,0.287522293,,,0.680312811,0.145354478,-0.341029272,0.151752944,-0.345371562,-1.156191983,,-0.364746438,-0.930926887,0.06816439
GFPT1 sp|Q06210|GFPT1_HUMAN'],num,Molecular,Proteomics,0.252227355,-0.071412532,0.330425603,-0.2858029,-0.774420139,-0.281485823,0.052479483,-1.657618351,1.101627411,-1.066239888,0.164108974,1.056821937,0.57703254,-1.595998826,-0.112250252
SRSF6 sp|Q13247|SRSF6_HUMAN'],num,Molecular,Proteomics,0.027689734,0.271434857,-0.146119433,-0.233213829,0.87778821,-0.038637207,-0.106797955,0.683317351,-0.617347823,0.41714566,0.182646269,-0.130637888,-0.064663438,0.645047666,-1.038460953
SRSF4 sp|Q08170|SRSF4_HUMAN'],num,Molecular,Proteomics,-0.256144005,-0.333969597,-0.202071951,0.105061701,0.708393878,-0.411963749,-0.356717308,-0.15045064,-0.18776157,0.873881598,-0.33953915,-0.101257519,0.07246412,1.182915531,-0.546232433
SRSF5 sp|Q13243|SRSF5_HUMAN'],num,Molecular,Proteomics,0.320681348,0.105425497,-0.048522671,0.224931771,0.927629499,-0.08331629,0.286092086,0.294895205,-0.356329468,1.069820598,-0.08454166,-0.434377205,0.897455284,0.863415639,-0.312785538
ITIH3 sp|Q06033|ITIH3_HUMAN'],num,Molecular,Proteomics,-0.332936496,-1.096301539,-0.520265815,,,-2.163599437,1.492403063,0.805933693,,,-0.345900999,1.141360247,1.036933963,0.192933505,-0.032978999
CSNK2A1 sp|P68400|CSK21_HUMAN'],num,Molecular,Proteomics,-0.491972041,-0.562398921,0.645657694,0.109507276,-0.475605676,-0.222572163,0.034778855,-0.25848314,0.23647264,0.340618855,-0.356870529,-0.204116011,0.310749843,-0.156942297,0.088470271
SPIRE1 sp|Q08AE8-2|SPIR1_HUMAN'],num,Molecular,Proteomics,-0.413258173,0.319753242,0.133586824,0.506832291,-0.787403146,,,,-0.020177648,,0.202416417,-0.875919835,0.039270588,0.610813548,
