Feature,Data_Type,Category,Sub_Category,ACH-000001,ACH-000048,ACH-000091,ACH-000116,ACH-000132,ACH-000291,ACH-000430,ACH-000443,ACH-000524,ACH-000527,ACH-000574,ACH-000617,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000704,ACH-000713,ACH-000719,ACH-000811,ACH-000885,ACH-000906,ACH-000947,ACH-001063,ACH-001151,ACH-001374,ACH-001418,ACH-001630,ACH-002140,ACH-002149,ACH-002181,ACH-002182
A-770041 (GDSC1:55)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,1.793781718,,,1.519043312,,,,,,,,,,,,,,,,,,,,
BAM7 (GDSC1:552)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,,,,,,,4.188650966,,,,,,
KOBE2602 (GDSC1:563)_Sanger,num,Drug Screen,GDSC1_Sanger,4.290551359,4.30157536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BI-2536 (GDSC1:60)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,-5.146012889,,,-4.324028668,,,,,,,,,,,,,,,,,,-3.922703047,,
BMS 536924 (GDSC1:62)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.774344632,,
BMS-509744 (GDSC1:63)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.143551851,,
CMK (GDSC1:64)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,1.750410696,,,,,,,,,,1.973253084,,,,,,,,1.330681485,,
CHLORIDINE (GDSC1:71)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,2.598013743,,,,,,,,,,1.830676057,,,,,,,,,,
JW-7-52-1 (GDSC1:83)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,-4.532407328,,,-4.99020189,,,,,,,,,,-1.470918255,,,,,,,,-6.639725603,,
A-443654 (GDSC1:86)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,-2.66524749,,,-1.850975166,,,,,,,,,,,,,,,,,,-2.272554049,,
GW843682X (GDSC1:87)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,-5.756654287,,,-5.403330316,,,,,,,,,,-3.423944791,,,,,,,,-4.844736273,,
ENTINOSTAT (GDSC1:88)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,1.593467825,,,,,,,,,,1.862513979,,,,,,,,,,
PARTHENOLIDE (GDSC1:89)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,,,,1.99375492,,,,,,,,,,,,,,,,,,2.198146181,,
LLL CPD (GDSC1:9)_Sanger,num,Drug Screen,GDSC1_Sanger,,,,,,,,,-0.669374784,,,-2.687996658,,,,,,,,,,-1.580122721,,,,,,,,-0.88887603,,
