depmap_id,Data_Type,Category,Sub_Category,ACH-000001,ACH-000048,ACH-000091,ACH-000116,ACH-000132,ACH-000291,ACH-000430,ACH-000443,ACH-000524,ACH-000527,ACH-000574,ACH-000617,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000704,ACH-000713,ACH-000719,ACH-000811,ACH-000885,ACH-000906,ACH-000947,ACH-001063,ACH-001151,ACH-001374,ACH-001418,ACH-001630,ACH-002140,ACH-002149,ACH-002181,ACH-002182
DACINOSTAT (GDSC1:200),num,Drug Screen,GDSC1_AUC,0.483315666,0.407867654,,0.595672837,,0.532625593,0.677447115,0.795713988,0.517852559,0.606942663,0.478028508,0.523471601,0.502642076,0.54270746,,0.387212746,0.52164652,0.940250624,0.715411375,0.421840266,0.892983919,0.730888253,,,0.362186998,0.305140224,,,,0.512705415,,
EPO906 (GDSC1:201),num,Drug Screen,GDSC1_AUC,0.701333401,0.382183094,,0.761940125,,0.816016112,0.862071393,0.99888124,0.746431736,0.852079061,0.962188686,0.585463378,0.514044981,0.689734145,,0.495545681,0.608390355,0.791168689,0.896811836,0.657035615,0.983521875,0.929582921,,,0.627603293,0.356720042,,,,0.416452096,,
GSK 1904529A (GDSC1:202),num,Drug Screen,GDSC1_AUC,,0.921004634,,0.959785986,,0.97813782,0.893246447,0.999257693,0.989978149,0.975224621,0.953412165,,0.92214048,0.994711673,,,,,0.990107739,0.91486054,,,,,0.977194226,,,,,0.946261571,,
BMS-345541 (GDSC1:203),num,Drug Screen,GDSC1_AUC,0.969679824,0.733037085,0.936552534,0.966070043,0.984791412,0.931460463,0.985443708,0.975804849,0.893218718,0.952478749,0.96773997,0.933084749,0.670667375,0.906058336,0.912242851,0.844537696,0.971478215,0.988361916,0.961037923,0.870965804,0.862827219,0.850308046,0.981967478,0.976445846,0.853373498,0.752998885,0.985665209,0.929501446,0.932424327,0.973671238,0.972183227,0.974060708
TIPIFARNIB (GDSC1:204),num,Drug Screen,GDSC1_AUC,0.820489525,0.446221777,,0.876165476,,0.864357688,0.924820662,0.964769925,0.766847155,0.812344616,0.81393609,0.677945725,0.454442528,0.685031905,,0.728899029,0.594930867,0.957945902,0.911829355,0.619802624,,0.998118837,,,0.8980761,0.58719309,,,,0.50234545,,
AVAGACESTAT (GDSC1:205),num,Drug Screen,GDSC1_AUC,,0.997334394,0.985335991,0.956681001,0.979105763,0.982241033,,0.970114578,0.967593702,0.948320832,0.983085215,0.982977021,0.952597248,0.98409023,0.987920652,,,0.998396597,0.965498579,,0.906870089,,,,0.976750485,,,0.990502049,,,,
RUXOLITINIB (GDSC1:206),num,Drug Screen,GDSC1_AUC,0.998243253,0.975432204,,,0.956717115,,,,,0.944888838,,0.964763551,0.954724158,0.972694109,,,0.989285581,0.996869231,,,0.956484889,,0.993057714,0.990361997,0.97503504,,,,,,,
AS601245 (GDSC1:207),num,Drug Screen,GDSC1_AUC,0.907612614,0.813257009,,0.9152551,,,0.70627132,0.944126671,0.857942273,0.954783585,0.90654634,0.825488756,,0.707551614,,0.841278723,0.773308749,0.991790904,0.901328588,0.830542717,0.99345669,0.987897868,,,0.928865491,0.622874884,,,,0.842142789,,
ISPINESIB (GDSC1:208),num,Drug Screen,GDSC1_AUC,0.992305858,0.381973482,0.949606616,0.812823217,0.975933134,0.863131833,0.973707988,,0.956152042,0.871337717,0.915896699,0.96414824,0.676743711,0.908858135,0.948935988,0.790306038,0.925531392,0.844533626,0.85184605,0.666487846,0.667362294,0.939601717,,,0.860733111,0.566734449,0.94869333,0.898174997,0.975112322,0.69821428,0.973650683,0.983030118
TL-2-105 (GDSC1:211),num,Drug Screen,GDSC1_AUC,0.998678433,0.982823293,0.985278754,,0.981432678,0.894144871,,0.915968167,0.9866758,0.977604767,0.993684742,0.976760884,0.975943292,0.979330761,0.963364508,0.925440657,0.980226971,0.991812049,0.974681153,0.963180206,,,0.968457548,0.972140824,0.962032744,0.985326663,0.981920451,0.995461214,0.971604766,0.956756249,0.984588216,0.994818473
AT-7519 (GDSC1:219),num,Drug Screen,GDSC1_AUC,0.99866055,0.435521742,0.80174239,0.903062681,0.96504359,0.682416453,0.914139451,0.827153919,0.747236342,0.692318872,0.793794251,0.775745277,0.479245422,0.886618477,0.626970843,0.697489086,0.920741476,0.769389721,0.81657398,0.64745677,0.582876218,0.680326791,0.948309459,0.973777811,0.638218678,0.290890688,0.888445063,0.743036925,0.727963201,0.756861093,0.95694525,0.91710213
KIN001-201 (GDSC1:221),num,Drug Screen,GDSC1_AUC,0.990959189,0.811588921,0.984491756,0.914808183,0.949123716,0.95137439,,0.988563971,,0.914395828,0.88604424,0.879150765,0.900902729,,0.968543472,0.926227651,0.947449992,0.954560859,0.915213001,0.933796194,0.991241992,0.951895668,0.970478804,0.963364988,0.979994744,0.840485755,0.946102487,0.941067311,0.970073136,,0.974216359,0.93846186
BX-912 (GDSC1:222),num,Drug Screen,GDSC1_AUC,,0.654700074,0.966188701,0.843124338,0.953617849,0.842896241,,0.964058316,0.979081335,0.945252748,0.918333248,,0.578748913,0.960083109,0.956213541,0.928504892,,0.742884464,0.911917914,,0.88853682,0.944335944,0.974779049,0.986570637,0.907086709,0.596154627,0.940757841,0.892280842,0.918518071,0.738609499,0.984220676,0.932673447
KIN001-167 (GDSC1:223),num,Drug Screen,GDSC1_AUC,0.902250676,0.519855704,0.833913779,0.779585681,0.857805928,,0.975705024,0.844165646,0.815113453,0.736667969,0.618495377,0.799424138,0.636141665,0.729505059,0.715275055,0.749193633,,0.833197839,0.672272176,0.738036561,0.812328542,0.966130196,0.815875471,0.930341041,0.834316804,0.527315054,0.814316098,0.786801165,0.852464039,0.559503292,0.923413831,0.845525761
AS-605240 (GDSC1:224),num,Drug Screen,GDSC1_AUC,0.93986476,0.798085017,,0.828281859,0.958009149,0.661475125,0.934716815,0.916207542,0.718635729,0.782032653,0.772162796,0.838182676,0.604262666,0.956128527,0.812121063,0.887021033,0.73750934,0.925806378,,0.906062488,0.963169944,0.840258291,0.972196392,0.977006451,0.821557858,0.662109949,0.922450888,0.885825952,0.964216991,0.869983793,0.972412477,0.985178887
GENENTECH CPD 10 (GDSC1:225),num,Drug Screen,GDSC1_AUC,,0.422617434,0.786435057,0.8083296,0.966296555,0.879096834,0.954435356,0.91251434,0.894412633,0.913277592,0.838430091,0.861537429,0.689623642,0.844521426,0.723440811,,0.992632657,0.922983591,0.862688117,0.718080689,0.773947354,0.95213186,,,0.986800139,0.534246826,0.969986041,0.948592057,0.935516785,0.792827606,0.968395323,0.997062635
GSK-1070916 (GDSC1:226),num,Drug Screen,GDSC1_AUC,,,0.989217626,0.828905693,,0.889343623,0.986857798,0.912026624,0.925990633,0.868120039,0.904840658,0.929920064,0.578243304,0.935439305,0.849818884,0.899871296,0.948180362,0.489943123,0.906062978,0.915624464,,0.984023863,,0.986395309,0.947875934,0.668407813,0.953343051,0.902427027,0.909255528,0.718757302,0.987432244,0.945147326
AKT INHIBITOR VIII (GDSC1:228),num,Drug Screen,GDSC1_AUC,,0.778746006,0.932057272,0.937725275,0.941029768,0.761460035,0.90875986,0.88329228,0.837144305,0.851764094,0.902910843,0.890032691,0.811790926,0.889358426,0.943142251,,0.880782816,0.962927584,0.846557137,0.763374841,0.901653155,0.950264006,0.851476659,0.984259841,0.95772783,0.774726961,0.96328249,0.952855158,0.969421838,0.856895298,,0.955390922
ENZASTAURIN (GDSC1:229),num,Drug Screen,GDSC1_AUC,,0.800089393,0.866779463,0.719481597,0.739413733,0.816126209,0.73610544,0.746024834,0.721161308,0.956135256,0.927852392,0.807398263,0.766212919,0.685381273,0.607196995,0.800723119,0.943931455,0.910273475,0.936102579,0.557945191,0.613122023,0.972427047,0.946002286,0.910570382,,0.815702396,0.998830984,0.87628655,0.96806724,0.975594242,0.867448425,0.855226213
GSK429286A (GDSC1:230),num,Drug Screen,GDSC1_AUC,,0.828707759,0.984322761,,0.994053363,0.985347763,0.993372827,,,0.988825169,,0.995252446,0.63116745,0.977879546,0.79585572,0.951704943,0.981617566,0.990384454,,0.942091468,0.974876045,0.980299544,,,0.958812344,0.897611411,0.983618732,0.972357175,0.990533081,0.989615423,0.993026729,0.969230583
FMK (GDSC1:231),num,Drug Screen,GDSC1_AUC,,0.950320445,,0.994232379,,,0.989215644,0.975305632,0.987123627,0.971862148,,0.959559609,0.9689093,0.961624184,,0.990945484,0.97816285,,0.982317025,0.933680009,,,,,0.93159017,0.943437553,,,,0.941588284,,
QL-XII-47 (GDSC1:235),num,Drug Screen,GDSC1_AUC,,0.517930888,0.686688629,0.984656708,0.808192399,0.895877267,0.856072943,0.942459466,0.86460394,0.764352604,0.921776015,0.903215018,0.480548277,0.721003429,0.646952252,0.624629252,0.855403862,0.949945945,0.673435564,0.691060916,0.4030739,0.724936464,0.806813174,0.952861236,0.763850722,0.378978444,0.964831857,0.900298584,0.791215879,0.549400335,0.953586364,0.841574486
IC-87114 (GDSC1:236),num,Drug Screen,GDSC1_AUC,0.911116375,0.945505603,,0.96813601,0.954521611,0.945474169,,,,0.97630536,,0.980028867,0.943838845,,0.986049616,0.955229033,,0.972491068,0.963581744,,,,,0.975357808,,,,,,0.925862441,0.979858742,0.990650745
CAL-101 (GDSC1:238),num,Drug Screen,GDSC1_AUC,,,0.985654306,0.880903285,0.985936784,0.976769517,0.994639354,0.917612381,0.917602909,0.940664322,0.856294337,0.961628282,0.885291416,0.909966299,0.917514728,0.893679571,0.958727684,0.941988992,0.852450657,0.941396429,0.772727301,0.984464235,,0.973732024,0.959805097,0.876112291,0.957097179,0.9674855,0.986862723,0.873636682,0.983887777,0.971982533
UNC 0683 (GDSC1:245),num,Drug Screen,GDSC1_AUC,,0.80581506,0.944015995,0.836111888,0.953032331,0.935127739,0.877414814,0.80639707,0.936596566,0.687848142,0.957658911,0.83388753,0.748463569,0.821127889,0.898886882,0.705044666,0.965257336,0.835280084,0.809786656,0.693977289,0.979420671,0.627221867,0.948231321,0.859583621,0.892570106,0.722818159,0.880518016,0.936575244,0.740580057,0.692847176,0.947551112,0.84092169
CABOZANTINIB (GDSC1:249),num,Drug Screen,GDSC1_AUC,,0.976162608,0.932758213,0.898132987,0.949196523,0.98198409,0.976031969,0.863736911,0.986992795,0.993648013,0.909872245,0.956049903,0.864126154,0.977463272,0.887619046,0.954510867,0.984512774,0.904313604,0.937645761,0.979603725,,0.882300818,0.998227184,0.958982671,0.987558084,0.918858921,0.90685233,0.921105736,0.992828356,0.818320792,0.896741314,0.954565453
WZ3105 (GDSC1:252),num,Drug Screen,GDSC1_AUC,,0.709142078,0.976149066,0.854859583,,0.863212951,0.877563024,0.895524436,0.809105721,0.802087269,0.948347361,0.910580385,0.598408282,0.937850003,0.961934275,0.89167208,0.959053013,0.906160069,0.862962509,0.814334951,0.980389347,0.972102416,,,0.779471409,0.693462077,0.939923857,,0.868920091,0.977403928,,0.93117067
XMD14-99 (GDSC1:253),num,Drug Screen,GDSC1_AUC,,0.960394998,,,,0.962113532,,0.982922949,0.97747513,,0.976120645,,0.828407989,0.944491351,0.930624154,0.990905302,,0.996765513,0.994957904,0.973582209,0.961742071,0.998756196,0.958927117,0.986536377,0.973751819,0.943343186,,0.987527408,0.992681884,0.917393261,0.987537257,
AC 220 (GDSC1:254),num,Drug Screen,GDSC1_AUC,,0.940647906,,,,0.963128343,0.941258257,0.961714346,,,,,0.948212352,,0.940617355,0.967137757,,,,0.968371913,,,,,,,0.980900512,,,0.967938376,,
CP-724714 (GDSC1:255),num,Drug Screen,GDSC1_AUC,,0.919729671,,0.981619569,0.997148767,0.930905584,0.966903317,0.993315785,,0.945841292,0.978397068,0.934006669,0.914478191,0.942031129,0.971958089,0.96007407,0.980915179,0.996840595,0.921352535,0.939630278,,0.972763841,,0.991355746,,0.984032291,0.98228497,0.993337596,,,0.970933938,0.970516054
JW-7-24-1 (GDSC1:256),num,Drug Screen,GDSC1_AUC,,,0.905571959,0.830384157,0.961005488,0.803764663,0.972701768,0.908744269,0.886683615,0.720628951,0.843201088,0.814185102,,,0.801520604,0.820877421,0.826934519,0.910918653,0.778191079,,0.891140373,0.939444514,0.927503675,0.947438016,0.82078104,0.617385561,0.947935127,0.96823537,0.775114139,0.656986069,0.962488926,0.878914197
NPK76-II-72-1 (GDSC1:257),num,Drug Screen,GDSC1_AUC,,0.826590509,0.997453364,0.826650016,0.879805038,0.891527969,0.963197297,0.893242377,0.922884976,0.955014097,0.884399818,0.943118864,0.810298057,0.989863267,0.950381133,0.762743035,0.991607774,0.889719166,0.940386806,0.880349984,,0.841764593,0.996160059,0.951267719,0.890230452,0.788095357,0.9493847,0.829611026,0.986027768,0.901860283,0.950459245,0.983748299
STF-62247 (GDSC1:258),num,Drug Screen,GDSC1_AUC,,0.99069247,,0.971535019,,0.98936826,0.949436708,0.942158851,0.981667443,0.906650554,0.989569645,,0.929423793,0.938294296,0.98968094,0.971515604,0.994856826,,0.990214887,0.953522641,0.981502754,,0.907193422,0.977255444,,0.886950993,0.9143761,0.953080255,,0.971498175,0.943450551,0.994053163
NG-25 (GDSC1:260),num,Drug Screen,GDSC1_AUC,,0.926099565,0.992145003,0.924819331,0.845299268,0.977333654,0.970852438,0.708748003,0.892446989,0.933077621,0.960508629,0.836079509,0.865334414,0.938789572,0.990497499,0.862305122,0.975220131,0.955713946,0.87495578,0.918358969,0.984973613,0.644800426,0.978007509,0.963498603,0.964253357,0.891396213,0.870764553,0.885575537,0.92142504,0.932672429,0.968781398,0.954462619
TL-1-85 (GDSC1:261),num,Drug Screen,GDSC1_AUC,0.985632164,0.883064165,,0.892289524,0.89874465,0.977198514,,0.798312537,0.977993155,0.933601147,0.935448709,0.869670449,0.828140733,0.957774226,0.994154064,0.905807606,0.992642899,0.965878642,0.927992127,0.948075248,0.965536179,0.618374931,0.989987919,0.972319099,,0.886348375,0.917493462,0.951379746,0.91544512,0.980262676,0.927275613,0.976244795
VX-11E (GDSC1:262),num,Drug Screen,GDSC1_AUC,0.989018416,0.861825152,0.997420914,0.828579234,0.926476193,0.889109504,0.919689589,0.837182386,0.913045594,0.936394688,0.903687605,0.882058384,0.642725474,0.944346531,0.983957988,0.849513322,0.986867035,0.967142909,0.868022328,0.957724977,,0.877060178,0.955732904,0.980051062,0.904599201,0.952140086,0.856495937,0.872169332,0.818528771,0.86033007,0.939963679,0.984950352
ERK INHIBITOR II (GDSC1:263),num,Drug Screen,GDSC1_AUC,0.985466897,0.931780102,,0.915263814,0.91252496,0.983870492,,0.908915055,0.947785603,0.961301517,0.936442324,0.941800584,0.925315677,0.969431824,0.967037212,0.951035267,0.992067012,0.972374657,0.92435013,0.955114463,,,0.989795096,0.969213526,0.948829419,0.960455515,0.930596187,,0.972970319,,0.97422436,0.962859687
ACY-1215 (GDSC1:264),num,Drug Screen,GDSC1_AUC,0.726527084,0.640091885,0.915074499,0.7504976,0.847844759,0.734684942,0.799159408,0.91897728,0.775564275,0.864746922,0.67112106,0.943817843,0.754733029,0.893750737,0.880956975,0.794780321,0.917409418,0.847025937,0.747402555,0.809513817,0.948672778,0.831993929,0.807379858,0.817824513,0.772163819,0.376044148,0.796496568,0.760818879,0.44728049,0.719434799,0.801163082,0.848817762
TUBASTATIN A (GDSC1:265),num,Drug Screen,GDSC1_AUC,,0.992825541,0.995538656,0.968178161,0.981279404,0.986842944,0.956650902,0.964611216,0.936988911,0.770876648,0.993317973,0.942313909,0.926122977,0.949917709,0.984248803,0.861253381,0.990061138,,0.974745624,0.970627276,,0.937393687,0.988277137,0.97313304,0.960385125,0.733574068,0.959517344,0.969020968,0.942161277,0.92453951,0.783117557,
ZD-4054 (GDSC1:266),num,Drug Screen,GDSC1_AUC,0.991605437,0.965610764,,0.979634831,,0.980277927,,0.893780726,,0.980961084,,,,,0.983157294,,0.994477674,,0.965286227,,,0.980375155,,0.993914234,,0.942963273,,0.966502137,,,,0.980916276
SEPANTRONIUM BROMIDE (GDSC1:268),num,Drug Screen,GDSC1_AUC,0.985499435,0.068580693,0.096718024,0.22726112,0.024605173,0.209508059,0.075352097,0.245599575,0.046196955,0.059451981,,0.029463609,0.101782046,0.678196838,0.133797781,0.033723219,0.272670008,0.162799399,0.117931059,0.057210038,0.074171046,0.077271104,0.770851507,0.670119434,0.085316608,0.018848661,0.232529335,0.063224664,0.059628113,0.009293271,0.311291536,0.016568706
NSC-207895 (GDSC1:269),num,Drug Screen,GDSC1_AUC,,0.97307109,0.968698726,,0.45858657,0.996748399,0.978658604,0.914437947,,0.925988984,0.976513686,0.974845894,0.962210927,0.978548874,0.892100967,0.971007318,0.968959991,0.986672785,0.981086084,0.981433688,0.988303051,0.990352075,0.918021897,0.965170573,,0.786419075,0.975981712,0.878302429,0.896241008,,0.809284171,0.94429197
HDAC INHIBITOR XV (GDSC1:271),num,Drug Screen,GDSC1_AUC,0.965914849,0.981092119,0.998913445,,,0.986463929,0.997965266,,,,0.998570652,,0.983116303,0.988782628,,0.970314703,0.980158446,0.999329509,0.98937096,,,,0.993491985,,,,,0.976848107,0.988172616,,,0.998987602
AR 42 (GDSC1:272),num,Drug Screen,GDSC1_AUC,,0.604321656,0.695209428,0.51585151,0.739383713,0.668790816,0.644632373,0.718949268,0.677745992,0.72870561,0.920321092,0.852066242,0.574618828,0.745208157,0.653908739,0.398615817,0.779622492,0.860159873,0.681305764,0.593687927,0.873833768,0.408446366,,,0.567064977,0.146749081,0.721562802,0.636006518,0.561250711,0.530790523,0.46739503,0.783885682
CUDC 101 (GDSC1:273),num,Drug Screen,GDSC1_AUC,0.966795655,0.570934258,0.794050791,0.432711651,0.613368756,0.708422137,0.611912725,0.585539196,0.721167064,0.587280557,0.827358694,0.803928954,0.561322224,0.786968583,0.769461407,0.467480705,0.813527155,0.796823405,0.453756002,0.601107812,0.870569102,0.610597504,0.963142461,0.944010232,0.630306114,0.286373455,0.650402405,0.509329008,0.519396094,0.561325034,0.707949172,0.695439646
BELINOSTAT (GDSC1:274),num,Drug Screen,GDSC1_AUC,,0.419504827,0.513201889,0.340651556,0.590092227,0.681624774,0.505786149,0.5358527,0.556597209,0.56398117,0.827762598,0.847895297,0.387011702,0.609362328,0.502339952,0.285921514,0.64013445,0.729699731,0.509279613,0.389113121,0.753032166,0.339720318,,,0.455609444,0.062559106,0.582009293,0.555468192,0.428532655,0.374565976,0.533790234,0.587808645
GSK525762A (GDSC1:275),num,Drug Screen,GDSC1_AUC,,0.798282756,0.880509155,0.923861971,0.965183845,0.923474078,0.884064122,0.870871398,0.872919094,0.912896936,0.848527451,0.919173082,0.707009103,0.908003457,0.955961125,0.842927704,0.9510505,0.883491537,0.835061288,0.817488891,,0.95250559,0.992500125,0.995364621,0.915099659,0.812684004,0.937968216,0.855901511,0.923133951,0.605887294,0.858876143,0.920233867
CAY10603 (GDSC1:276),num,Drug Screen,GDSC1_AUC,,0.53787917,0.677295474,0.464091123,0.683826282,0.727024072,0.628389057,0.687065399,0.731046613,0.665868764,0.580312733,0.885949889,0.495974283,0.728715325,0.640810047,0.373425764,0.743373939,0.786118969,0.6567023,0.494801501,0.793117708,0.373412829,0.97196935,,0.543498268,0.165274534,0.71804771,0.605896306,0.473619406,0.464601087,0.70013839,0.705860619
ABT 869 (GDSC1:277),num,Drug Screen,GDSC1_AUC,0.999108485,0.987441671,,,,0.976491257,0.990808332,0.995607036,0.961263464,0.977823473,,0.971003288,0.970367539,0.983633534,0.989708376,0.989089803,0.997314273,0.994721877,0.998727522,0.97550109,0.972656395,0.995953464,0.985963273,0.984739472,0.964884885,,0.990650396,0.983001999,,,0.993563271,0.982635961
BIX 02189 (GDSC1:279),num,Drug Screen,GDSC1_AUC,,0.983111771,0.991593706,0.917166715,0.903310499,0.945981442,0.988410497,0.852902668,0.952095853,0.934045861,0.969579868,0.89400965,0.895402528,0.963070999,0.892465427,0.95283052,0.990935439,0.980199378,0.912075394,0.949787481,,0.958886321,0.990128095,0.979853441,0.937479099,0.937088708,0.920809713,0.938525151,0.957179614,0.831294114,0.946039162,0.961839332
ALECENSA (GDSC1:281),num,Drug Screen,GDSC1_AUC,,0.934910686,0.976613742,0.960322896,0.940168025,,,0.963887996,0.989852302,0.947884058,0.950406419,0.963984574,0.9148503,0.956107322,0.957352261,0.959249101,0.991106914,,0.998164314,0.934661177,,0.998260733,,0.997622448,0.944482268,0.962217492,0.985927144,0.984058471,,0.974962877,0.978757867,0.976158153
EKB 569 (GDSC1:282),num,Drug Screen,GDSC1_AUC,0.994822241,0.804989279,0.992951214,0.856243718,0.88378793,0.902532521,,0.951532844,0.918031105,0.686443942,0.841872704,0.81200096,0.700848485,0.794529943,0.984654995,0.902856313,0.971992456,0.941942535,0.780638514,0.813223454,0.891149011,0.966148239,0.961917448,0.986692655,0.844612407,0.71902628,0.871142016,0.998370446,0.872673463,0.849738693,0.921834239,0.959400625
EX-8678 (GDSC1:283),num,Drug Screen,GDSC1_AUC,,0.65166578,0.862095308,0.71271963,0.945245677,0.793533817,0.993487824,0.837589693,0.67852512,0.579201938,0.555263183,0.776407552,0.442965055,0.713833539,0.725422905,0.676431534,0.624058512,0.834403891,0.643612583,0.604284498,0.874753599,0.947186386,0.878357312,0.97971473,0.751696152,0.379986647,0.82962752,,0.863398966,0.558788801,0.901244082,0.889758754
JNJ38877605 (GDSC1:284),num,Drug Screen,GDSC1_AUC,0.809075841,0.84154679,,0.918213707,0.889054629,0.887365,0.877765218,0.95519866,0.870737218,0.928471915,0.927773279,0.94747223,0.888427661,0.890457428,0.939111616,0.924019136,,0.953759996,0.958328983,0.860361191,,0.992578702,0.987346069,0.915120687,0.888084832,,0.890285007,0.87154476,0.852983527,0.916266108,0.931066705,0.933880461
SU-11274 (GDSC1:285),num,Drug Screen,GDSC1_AUC,,0.836910249,,,0.959884984,,0.897229459,,,,0.961506316,0.957857981,0.863103185,0.922567246,,0.93427768,,0.962452448,0.953682427,,,0.991281338,,0.941119883,,0.893829344,,0.919084032,,,,0.997280102
KIN001-236 (GDSC1:286),num,Drug Screen,GDSC1_AUC,,0.969912178,,0.983732585,0.989724528,0.987400705,0.997014081,0.959097706,,0.961194415,0.981169288,,,0.978302853,0.982794796,,,0.975961341,0.958982211,,,0.972613287,0.989537693,0.971288223,,,,0.921242551,,0.89471729,0.977902633,0.982539952
KIN001-244 (GDSC1:287),num,Drug Screen,GDSC1_AUC,,0.881178222,0.969292517,0.945348537,0.816938098,0.883908174,0.911942259,0.871587246,0.878487671,0.865009718,0.950761384,0.922578656,0.838454352,0.935701845,0.853232184,0.907657445,0.967280152,0.924212754,0.847046734,0.885513847,,0.814490978,0.971676874,0.88610374,0.900568619,0.76237864,0.860593743,0.864964224,0.90086787,0.849466053,0.917905446,0.869905485
AC1L1GQE (GDSC1:288),num,Drug Screen,GDSC1_AUC,,0.892443554,0.994833103,0.963103443,0.852954417,0.987221513,0.99387915,0.959092833,0.984591082,0.866716815,0.944839456,0.992013,0.910159137,0.898965997,0.943375457,0.957427114,0.959844575,0.937560317,0.872138467,0.936876009,,,0.952224348,0.908663953,0.936398896,0.944544429,0.864752949,,0.983784852,0.944393854,0.937445908,0.973193775
KIN001-042 (GDSC1:289),num,Drug Screen,GDSC1_AUC,0.95280561,,,0.951372018,0.948298948,,,,0.910913093,,,,0.963088156,0.923465466,0.981504568,0.949441036,,0.979101615,0.933598082,,,0.982039931,,0.943052833,,0.960690515,0.917795373,,0.600056487,0.793247748,0.927677074,0.992620407
AZ-628 (GDSC1:29),num,Drug Screen,GDSC1_AUC,,,,,,,,,0.874462827,,,0.912507364,,,,,,,,,,0.707779911,,,,,,,,0.786093274,,
ACHP (GDSC1:290),num,Drug Screen,GDSC1_AUC,,0.972332333,0.929022711,0.95455717,0.979411975,0.947277966,,0.856478875,0.99129123,0.988546971,0.980812596,0.988534981,0.932349036,0.949983619,0.94578668,0.914606095,,,0.949688413,0.984985591,0.977726898,0.949868255,0.995942001,0.975618287,0.97346923,0.930847629,,0.939240589,0.994457951,0.974835708,0.95650907,
KIN001-266 (GDSC1:291),num,Drug Screen,GDSC1_AUC,0.989756148,0.933532736,0.949082469,0.795163436,0.72776671,0.94168738,0.928143289,0.9333939,0.970567875,0.959322039,0.902618681,0.93572503,0.878876711,0.956139309,0.879263953,0.922725974,0.989868916,0.93352848,0.844789251,0.969417228,,0.942740832,0.871192588,0.8470873,0.9719552,0.856307459,0.937518412,0.899693478,0.958448232,0.944707785,0.959783757,0.949755523
AB1010 (GDSC1:292),num,Drug Screen,GDSC1_AUC,,0.968132061,0.948929809,0.966867813,0.939938472,0.898959537,0.961066247,0.981118011,0.968884803,0.893104978,0.920039505,0.970395119,0.885053976,0.954472209,0.975886207,0.955939672,0.981997759,0.889547912,0.888452335,0.980223229,0.954730643,0.971092337,0.929841214,0.957321854,0.988786741,0.948117154,0.982159606,0.936167328,0.925640906,0.847331208,0.977708055,0.986917449
AMUVATINIB (GDSC1:293),num,Drug Screen,GDSC1_AUC,,0.755767332,,0.964755636,0.940335045,0.885107764,0.940122052,0.9954538,0.996026301,0.952627556,0.955985748,0.847561189,0.717572591,0.921052409,0.980456376,,0.799932773,0.917390892,0.923947555,0.967731889,0.956726847,0.825051932,0.943492665,0.963138229,,0.989682933,,0.91367479,0.416735473,0.921130646,0.915519779,0.945545813
MPS-1-IN-1 (GDSC1:294),num,Drug Screen,GDSC1_AUC,,0.909635173,0.943470079,0.950595757,0.966410701,0.939110791,0.945281941,0.921588803,0.963625247,0.98334889,0.913912115,0.941713764,0.81459931,0.971841813,0.955412159,0.903204223,0.991507803,0.931906161,0.944921884,0.957966228,,0.972081795,0.929187309,0.958818074,0.977335476,0.753432656,0.968250241,0.949459492,0.92522924,0.898666621,0.961900913,0.986093526
BHG712 (GDSC1:295),num,Drug Screen,GDSC1_AUC,,0.958696634,0.996214647,0.889917685,0.946122045,0.891084251,0.990583947,0.826809254,0.925766682,0.909090699,0.879735734,0.906079688,0.870547442,0.979194329,0.829220016,0.920725875,0.993518375,0.972969611,0.858343506,0.985315082,0.992759192,0.868378785,0.994139759,0.991990944,0.937750043,0.902293419,0.916878072,0.919402775,0.743315495,0.902684671,0.991814209,0.980821926
OSI 930 OSI930 (GDSC1:298),num,Drug Screen,GDSC1_AUC,,0.966230942,0.980674185,,0.992415242,0.958373826,,,,0.998316534,0.995864455,0.991718363,0.974196516,0.971814887,,,0.943567909,0.970260751,0.960835751,0.980791531,0.864978182,0.953288132,0.953721743,0.950236035,0.99285239,0.851488495,0.967291077,0.983180026,0.9734229,0.972709644,0.974514159,
A-1065-5 (GDSC1:299),num,Drug Screen,GDSC1_AUC,,0.364459258,0.747822932,0.756885503,0.757049454,0.687168561,0.923349865,0.844844379,0.741545591,0.585778515,0.759793266,0.638777511,0.381427591,0.608534705,0.651621495,,0.643790142,0.687921239,0.485709138,,0.94141642,0.690295217,0.788500899,0.848248426,0.805003074,0.249778926,0.687155747,0.99453554,0.548931148,0.345274491,0.882651942,0.75492602
AY-22989 (GDSC1:3),num,Drug Screen,GDSC1_AUC,,,,,,,,,0.721866167,,,0.691346102,,,,,,,,,,,,,,,,,,,,
284461-73-0 (GDSC1:30),num,Drug Screen,GDSC1_AUC,,,,,,,,,0.984444082,,,0.890288721,,,,,,,,,,0.751667869,,,,,,,,0.945939493,,
CX 5461 (GDSC1:300),num,Drug Screen,GDSC1_AUC,,0.743387692,0.814055591,0.990355833,0.932062405,0.897964201,0.959829376,0.953171747,0.979637468,0.857870984,,0.871018302,0.645492923,0.927453739,0.928250422,0.659288453,0.979173397,0.938101186,0.951868803,0.902373494,,0.726861631,0.760890531,0.908367147,0.962988964,0.522542179,,0.997974686,0.767152071,0.484271603,0.982934669,0.961861369
